sku,sheet_name,sheet_variant,sheet_invoiced,ls_product_slug,ls_sale,ls_mrp,ls_status,price_match
MI-SB-P-B-5.5,Singing Bowls with Sacred Mantra Printed,Blue / 5.5 Inches,1150.0,singing-bowls-with-sacred-mantra-printed,1995.0,2594.0,ACTIVE,False
MI-SB-P-BK-5.5,Singing Bowls with Sacred Mantra Printed,Black / 5.5 Inches,1150.0,singing-bowls-with-sacred-mantra-printed,1995.0,2594.0,ACTIVE,False
MI-SB-P-G-5.5,Singing Bowls with Sacred Mantra Printed,5.5 Inches / Green,1150.0,singing-bowls-with-sacred-mantra-printed,1995.0,2594.0,ACTIVE,False
MI-SB-P-R-5.5,Singing Bowls with Sacred Mantra Printed,Red / 5.5 Inches,1150.0,singing-bowls-with-sacred-mantra-printed,1995.0,2594.0,ACTIVE,False
MI-SB-P-W-5.5,Singing Bowls with Sacred Mantra Printed,Gold / 5.5 Inches,1150.0,singing-bowls-with-sacred-mantra-printed,1995.0,2594.0,ACTIVE,False
MI-TD-YY,Spin/Twist Drum or Den Den Daiko,Large 3.5 in,200.0,spin-twist-drum-or-den-den-daiko,895.0,985.0,ACTIVE,False
MI-TD-RB,Spin/Twist Drum or Den Den Daiko,Small 3 in,150.0,spin-twist-drum-or-den-den-daiko,795.0,875.0,ACTIVE,False
MI-DG-SP-G,Spiral/Snake Didgeridoo,Green,2000.0,spiral-snake-didgeridoo,6650.0,7845.0,ACTIVE,False
MI-DG-SP-R,Spiral/Snake Didgeridoo,Red,2000.0,spiral-snake-didgeridoo,6650.0,7845.0,ACTIVE,False
SSS-2,Stainless Steel Straws,pack-of-2,60.0,stainless-steel-straws,175.0,228.0,ACTIVE,False
SSS-4,Stainless Steel Straws,pack-of-4,120.0,stainless-steel-straws,245.0,319.0,ACTIVE,False
MI-SC-6,Swinging Chimes,6 Bars,1700.0,swinging-chimes,6895.0,7785.0,ACTIVE,False
MI-SC-9,Swinging Chimes,9 Bars,1950.0,swinging-chimes,8250.0,9895.0,ACTIVE,False
MI-BB-2,Tibetan Buddhist Bell,Small,690.0,tibetan-buddhist-bell,1350.0,1755.0,ACTIVE,False
MI-BB-3,Tibetan Buddhist Bell,Standard,790.0,tibetan-buddhist-bell,1650.0,2145.0,ACTIVE,False
MI-BB-3.5,Tibetan Buddhist Bell,Large,890.0,tibetan-buddhist-bell,1850.0,2405.0,ACTIVE,False
MI-TF-W-128,Tuning Fork - Single Weighted & Unweighted,Weighted / 128 Hz,600.0,tuning-fork-single-weighted-unweighted,2290.0,2690.0,ACTIVE,False
MI-TF-W-256,Tuning Fork - Single Weighted & Unweighted,Weighted / 256 Hz,600.0,tuning-fork-single-weighted-unweighted,1990.0,2390.0,ACTIVE,False
MI-TF-W-432,Tuning Fork - Single Weighted & Unweighted,Weighted / 432 Hz,600.0,tuning-fork-single-weighted-unweighted,1990.0,2390.0,ACTIVE,False
Mi-TF-AG-4096,Angel Tuning Forks,4096 Hz,400.0,angel-tuning-forks,2350.0,2750.0,ACTIVE,False
Mi-TF-AG-4160,Angel Tuning Forks,4160 Hz,400.0,angel-tuning-forks,2550.0,3000.0,ACTIVE,False
Mi-TF-AG-4225,Angel Tuning Forks,4225 Hz,400.0,angel-tuning-forks,2750.0,3250.0,ACTIVE,False
MI-TF-CG-W,C&G Tuning Forks,Weighted,1160.0,c-g-tuning-forks,3380.0,4380.0,ACTIVE,False
MI-TF-CG-W,C&G Tuning Forks,Unweighted,750.0,c-g-tuning-forks,3380.0,4380.0,ACTIVE,False
MI-SB-M-L-R-13,Wooden Mallets for Singing Bowls,"Red / Long Soft-13""",175.0,wooden-mallets-for-singing-bowls,850.0,1065.0,ACTIVE,False
MI-SB-M-L-R-11,Wooden Mallets for Singing Bowls,"Red / Long Soft-11""",150.0,wooden-mallets-for-singing-bowls,645.0,945.0,ACTIVE,False
MI-SB-M-L-R-9,Wooden Mallets for Singing Bowls,"Red / Long Soft-9""",125.0,wooden-mallets-for-singing-bowls,645.0,895.0,ACTIVE,False
MI-SB-M-L-W-13,Wooden Mallets for Singing Bowls,"White / Long Soft-13""",175.0,wooden-mallets-for-singing-bowls,850.0,1065.0,ACTIVE,False
MI-SB-M-L-W-11,Wooden Mallets for Singing Bowls,"White / Long Soft-11""",150.0,wooden-mallets-for-singing-bowls,695.0,945.0,ACTIVE,False
MI-SB-M-L-W-9,Wooden Mallets for Singing Bowls,"White / Long Soft-9""",125.0,wooden-mallets-for-singing-bowls,645.0,895.0,ACTIVE,False
MI-SB-M-B-C,Wooden Mallets for Singing Bowls,Black / Curved,50.0,wooden-mallets-for-singing-bowls,235.0,345.0,ACTIVE,False
MI-SB-M-B-S,Wooden Mallets for Singing Bowls,Black / Straight,65.0,wooden-mallets-for-singing-bowls,200.0,285.0,ACTIVE,False
MI-SB-M-R-S,Wooden Mallets for Singing Bowls,Red / Straight,65.0,wooden-mallets-for-singing-bowls,200.0,285.0,ACTIVE,False
