sku,sheet_name,sheet_variant,sheet_invoiced,ls_product_slug,ls_sale,ls_mrp,ls_status,price_match
MI-XP-SP-1-8,8 Keys Metallophone - with 1” & 1.5” key-widths,1 inch,5700.0,8-keys-metallophone-with-1-1-5-key-widths,7650.0,8850.0,ACTIVE,False
MI-XP-SP-1.5-8,8 Keys Metallophone - with 1” & 1.5” key-widths,1.5 inch,7500.0,8-keys-metallophone-with-1-1-5-key-widths,9350.0,10750.0,ACTIVE,False
MI-D-HP-DC-M9,9/10 Notes Handpan Drum - Handcrafted to Precision,D Celtic Minor 9,73800,9-10-notes-handpan-drum-handcrafted-to-precision,81500.0,90000.0,ACTIVE,False
MI-D-HP-DK-10,9/10 Notes Handpan Drum - Handcrafted to Precision,D Kurd 10,82000.0,9-10-notes-handpan-drum-handcrafted-to-precision,91500.0,100000.0,ACTIVE,False
MI-AS,Asalato/Aslatau or Kashaka Shaker,Plain / Single,550.0,asalato-aslatau-or-kashaka-shaker,1345.0,1750.0,ACTIVE,False
MI-AS-2,Asalato/Aslatau or Kashaka Shaker,Pair / Plain,1100.0,asalato-aslatau-or-kashaka-shaker,2450.0,3250.0,ACTIVE,False
MI-AS-P,Asalato/Aslatau or Kashaka Shaker,Painted / Single,650.0,asalato-aslatau-or-kashaka-shaker,1555.0,1950.0,ACTIVE,False
MI-AS-P-2,Asalato/Aslatau or Kashaka Shaker,Pair / Painted,1300.0,asalato-aslatau-or-kashaka-shaker,2700.0,3950.0,ACTIVE,False
MI-CN-B,Bamboo Castanet,Standard,390.0,bamboo-castanet,745.0,945.0,ACTIVE,False
MI-BJH,Bamboo Jaw Harp,Standard,5555.0,bamboo-jaw-harp,300.0,550.0,ACTIVE,False
MI-RS-N,Bamboo Rainstick,Standard,1450.0,bamboo-rainstick-49779,2950.0,3250.0,ACTIVE,False
MI-SB-BY,Belly Bowls,Standard,6000.0,belly-bowls,9900.0,10900.0,ACTIVE,False
MI-CH-BE,Bendo Chimes,Standard,2500.0,bendo-chimes,5950.0,6500.0,ACTIVE,False
MI-BR-S,Bendo Shaker,Small,550.0,bendo-shaker,1350.0,1550.0,ACTIVE,False
MI-BR-L,Bendo Shaker,Large,900.0,bendo-shaker,1850.0,1950.0,ACTIVE,False
MI-BF-BN-S,Bird Flute,Brown / Single,30.0,bird-flute,275.0,375.0,ACTIVE,False
MI-BF-BN-P,Bird Flute,Brown / Pair,60.0,bird-flute,450.0,550.0,ACTIVE,False
MI-BF-GN-S,Bird Flute,Pair / Green,40.0,bird-flute,650.0,750.0,ACTIVE,False
MI-BF-GN-P,Bird Flute,Single / Green,80.0,bird-flute,375.0,475.0,ACTIVE,False
MI-BF-M,Bird Flute,Pair / Mixed,70.0,bird-flute,600.0,700.0,ACTIVE,False
MI-BT-M,Box Tanpura,Male Tanpura,8300.0,box-tanpura,13500.0,17000.0,ACTIVE,False
MI-BT-F,Box Tanpura,Female Tanpura,8300.0,box-tanpura,13500.0,17000.0,ACTIVE,False
Mi-CX-M-N,Caxixi,Standard,500.0,caxixi,1350.0,1755.0,ACTIVE,False
MI-CM,Coconut Maracas Shakers,Plain,550.0,coconut-maracas-shakers,990.0,1287.0,ACTIVE,False
MI-CM-DP,Coconut Maracas Shakers,Dot Painted,650.0,coconut-maracas-shakers,1185.0,1541.0,ACTIVE,False
MI-CR,Coconut Rattle,Standard,550.0,coconut-rattle,1045.0,1359.0,ACTIVE,False
MS-CC,Conscious Cards,Standard,750.0,conscious-cards,1499.0,1699.0,ACTIVE,False
MI-CB-B-S,Crystal Bowl Bag,Small,800.0,crystal-bowl-bag,1450.0,1650.0,ACTIVE,False
MI-CB-B-M,Crystal Bowl Bag,Medium,1000.0,crystal-bowl-bag,1650.0,1850.0,ACTIVE,False
MI-CB-B-L,Crystal Bowl Bag,Large,1200.0,crystal-bowl-bag,1850.0,2150.0,ACTIVE,False
MI-CBH,Crystal Bowl with Handle,Standard,N/A,crystal-bowl-with-handle,19500.0,21500.0,ACTIVE,False
MI-CB-W-6,Crystal Bowls - Frosted white,6 in,5500.0,crystal-bowls,8950.0,11635.0,ACTIVE,False
MI-CB-W-7,Crystal Bowls - Frosted white,7 in,6000.0,crystal-bowls,9650.0,12545.0,ACTIVE,False
MI-CB-W-8,Crystal Bowls - Frosted white,8 in,6500.0,crystal-bowls,10450.0,13585.0,ACTIVE,False
MI-CB-W-9,Crystal Bowls - Frosted white,9 in,7000.0,crystal-bowls,11450.0,14885.0,ACTIVE,False
MI-CB-W-10,Crystal Bowls - Frosted white,10 in,8000.0,crystal-bowls,12250.0,15925.0,ACTIVE,False
MI-CB-W-11,Crystal Bowls - Frosted white,11 in,9500.0,crystal-bowls,13250.0,17225.0,ACTIVE,False
MI-CB-W-12,Crystal Bowls - Frosted white,12 in,11000.0,crystal-bowls,14650.0,19045.0,ACTIVE,False
MI-CB-W-13,Crystal Bowls - Frosted white,13 in,13000.0,crystal-bowls,17750.0,23075.0,ACTIVE,False
MI-CB-W-14,Crystal Bowls - Frosted white,14 in,14000.0,crystal-bowls,19750.0,25675.0,ACTIVE,False
MI-CB-W-6-12-SET,Crystal Bowls - Set of 7,6-12-in-set / Frosted White,50000.0,crystal-bowls-set-of-7,78500.0,84500.0,ACTIVE,False
MI-CB-W-8-14-SET,Crystal Bowls - Set of 7,8-14-in-set / Frosted White,60000.0,crystal-bowls-set-of-7,89500.0,94500.0,ACTIVE,False
MI-CB-CL-8-14-SET,Crystal Bowls - Set of 7,8-14-in-set / Chakra Coloured,65000.0,crystal-bowls-set-of-7,99500.0,104500.0,ACTIVE,False
MI-CB-CL-6-12-SET,Crystal Bowls - Set of 7,6-12-in-set / Chakra Coloured,55000.0,crystal-bowls-set-of-7,88500.0,94500.0,ACTIVE,False
MI-CP-6,Crystal Pyramid,6 in,4950.0,crystal-pyramid,8950.0,9950.0,ACTIVE,False
MI-CP-8,Crystal Pyramid,8 in,6200.0,crystal-pyramid,10950.0,11950.0,ACTIVE,False
MI-DJB-I-8,Djembe Drums,8in / Ivory,2050.0,djembe-drums,3950.0,4400.0,ACTIVE,False
MI-DJB-M-8,Djembe Drums,8in / Mahogany,2050.0,djembe-drums,3950.0,4300.0,ACTIVE,False
MI-DJB-I-10,Djembe Drums,10in / Ivory,3150.0,djembe-drums,5350.0,6990.0,ACTIVE,False
MI-DJB-M-10,Djembe Drums,10in / Mahogany,3150.0,djembe-drums,5350.0,6900.0,ACTIVE,False
MI-DJB-I-12,Djembe Drums,12in / Ivory,3780.0,djembe-drums,6350.0,8200.0,ACTIVE,False
MI-DJB-M-12,Djembe Drums,12in / Mahogany,3780.0,djembe-drums,6350.0,8100.0,ACTIVE,False
MI-DJB-M-14,Djembe Drums,14in / Mahogany,4300.0,djembe-drums,7450.0,8350.0,ACTIVE,False
MI-DJB-I-14,Djembe Drums,14in / Ivory,4300.0,djembe-drums,7450.0,8350.0,ACTIVE,False
MI-SB-RB-6,Singing Bowl with Mantra - Rustic Blue Colour,6 inches,450.0,singing-bowl-with-mantra-rustic-blue-colour,1445.0,1879.0,ACTIVE,False
MI-SB-RB-7,Singing Bowl with Mantra - Rustic Blue Colour,7 Inches,550.0,singing-bowl-with-mantra-rustic-blue-colour,1745.0,2269.0,ACTIVE,False
MI-D-P,Dumru/Dumroo Indian Handmade Percussion Instrument,Plain,200.0,dumru-dumroo-indian-handmade-percussion-instrument,275.0,350.0,ACTIVE,False
MI-D-DP,Dumru/Dumroo Indian Handmade Percussion Instrument,Dot Painted,250.0,dumru-dumroo-indian-handmade-percussion-instrument,325.0,425.0,ACTIVE,False
NTB-2,Eco-Friendly Neem Wood Toothbrush,pack-of-2,70.0,eco-friendly-neem-wood-toothbrush,225.0,293.0,ACTIVE,False
NTB-4,Eco-Friendly Neem Wood Toothbrush,pack-of-4,140.0,eco-friendly-neem-wood-toothbrush,365.0,475.0,ACTIVE,False
MI-ES-H,Egg Shaker with Handle,Standard,190.0,egg-shaker-with-handle,895.0,1164.0,ACTIVE,False
MI-CS-H,Handheld Natural Coconut Shaker,Standard,,handheld-natural-coconut-shaker,945.0,1229.0,ACTIVE,False
MI-Ch-KS,Element Chimes,Standard,2000.0,elemental-chimes,3850.0,4850.0,ACTIVE,False
MI-SB-H-ET-B-6,Etched Handmade Singing Bowls,Buddha / 6 in,,etched-handmade-singing-bowls,10500.0,13650.0,ACTIVE,False
MI-SB-GE-10,Etched Handmade Singing Bowls,Sacred Geometry / 10 in,,etched-handmade-singing-bowls,16500.0,21450.0,ACTIVE,False
MI-SB-GE-11,Etched Handmade Singing Bowls,Sacred Geometry / 11 in,,etched-handmade-singing-bowls,19500.0,25350.0,ACTIVE,False
MI-SB-GE-12,Etched Handmade Singing Bowls,Sacred Geometry / 12 in,,etched-handmade-singing-bowls,22500.0,29250.0,ACTIVE,False
MI-SB-GE-6,Etched Handmade Singing Bowls,Sacred Geometry / 6 in,,etched-handmade-singing-bowls,8500.0,11050.0,ACTIVE,False
MI-SB-GE-7,Etched Handmade Singing Bowls,Sacred Geometry / 7 in,,etched-handmade-singing-bowls,10500.0,13650.0,ACTIVE,False
MI-SB-GE-8,Etched Handmade Singing Bowls,8 in / Sacred Geometry,,etched-handmade-singing-bowls,12500.0,16250.0,ACTIVE,False
MI-SB-GE-9,Etched Handmade Singing Bowls,Sacred Geometry / 9 in,,etched-handmade-singing-bowls,14500.0,18850.0,ACTIVE,False
MI-SB-GF-10,Etched Handmade Singing Bowls,Golden Feet / 10 in,,etched-handmade-singing-bowls,18500.0,24050.0,ACTIVE,False
MI-SB-GF-11,Etched Handmade Singing Bowls,Golden Feet / 11 in,,etched-handmade-singing-bowls,21500.0,27950.0,ACTIVE,False
MI-SB-GF-12,Etched Handmade Singing Bowls,Golden Feet / 12 in,,etched-handmade-singing-bowls,24500.0,31850.0,ACTIVE,False
MI-SB-GF-6,Etched Handmade Singing Bowls,Golden Feet / 6 in,,etched-handmade-singing-bowls,10500.0,13650.0,ACTIVE,False
MI-SB-GF-7,Etched Handmade Singing Bowls,Golden Feet / 7 in,,etched-handmade-singing-bowls,12500.0,16250.0,ACTIVE,False
MI-SB-GF-8,Etched Handmade Singing Bowls,8 in / Golden Feet,,etched-handmade-singing-bowls,14500.0,18850.0,ACTIVE,False
MI-SB-GF-9,Etched Handmade Singing Bowls,Golden Feet / 9 in,,etched-handmade-singing-bowls,16500.0,21450.0,ACTIVE,False
MI-SB-H-ET-B-10,Etched Handmade Singing Bowls,Buddha / 10 in,,etched-handmade-singing-bowls,18500.0,24050.0,ACTIVE,False
MI-SB-H-ET-B-11,Etched Handmade Singing Bowls,Buddha / 11 in,,etched-handmade-singing-bowls,21500.0,27950.0,ACTIVE,False
MI-SB-H-ET-B-12,Etched Handmade Singing Bowls,Buddha / 12 in,,etched-handmade-singing-bowls,24500.0,31850.0,ACTIVE,False
MI-SB-H-ET-B-7,Etched Handmade Singing Bowls,Buddha / 7 in,,etched-handmade-singing-bowls,12500.0,16250.0,ACTIVE,False
MI-SB-H-ET-B-8,Etched Handmade Singing Bowls,8 in / Buddha,,etched-handmade-singing-bowls,14500.0,18850.0,ACTIVE,False
MI-SB-H-ET-B-9,Etched Handmade Singing Bowls,Buddha / 9 in,,etched-handmade-singing-bowls,16500.0,21450.0,ACTIVE,False
MI-SB-H-ET-BE-10,Etched Handmade Singing Bowls,Buddhas Eyes / 10 in,,etched-handmade-singing-bowls,16500.0,21450.0,ACTIVE,False
MI-SB-H-ET-BE-11,Etched Handmade Singing Bowls,Buddhas Eyes / 11 in,,etched-handmade-singing-bowls,19500.0,25350.0,ACTIVE,False
MI-SB-H-ET-BE-12,Etched Handmade Singing Bowls,12 in / Buddhas Eyes,,etched-handmade-singing-bowls,22500.0,29250.0,ACTIVE,False
MI-SB-H-ET-BE-6,Etched Handmade Singing Bowls,6 in / Buddhas Eyes,,etched-handmade-singing-bowls,8500.0,11050.0,ACTIVE,False
MI-SB-H-ET-BE-7,Etched Handmade Singing Bowls,7 in / Buddhas Eyes,,etched-handmade-singing-bowls,10500.0,13650.0,ACTIVE,False
MI-SB-H-ET-BE-8,Etched Handmade Singing Bowls,8 in / Buddhas Eyes,,etched-handmade-singing-bowls,12500.0,16250.0,ACTIVE,False
MI-SB-H-ET-BE-9,Etched Handmade Singing Bowls,Buddhas Eyes / 9 in,,etched-handmade-singing-bowls,14500.0,18850.0,ACTIVE,False
MI-SB-H-ET-C-10,Etched Handmade Singing Bowls,10 in / Chakras,,etched-handmade-singing-bowls,18500.0,24050.0,ACTIVE,False
MI-SB-H-ET-C-11,Etched Handmade Singing Bowls,Chakras / 11 in,,etched-handmade-singing-bowls,21500.0,27950.0,ACTIVE,False
MI-SB-H-ET-C-12,Etched Handmade Singing Bowls,12 in / Chakras,,etched-handmade-singing-bowls,24500.0,31850.0,ACTIVE,False
MI-SB-H-ET-C-6,Etched Handmade Singing Bowls,6 in / Chakras,,etched-handmade-singing-bowls,10500.0,13650.0,ACTIVE,False
MI-SB-H-ET-C-7,Etched Handmade Singing Bowls,7 in / Chakras,,etched-handmade-singing-bowls,12500.0,16250.0,ACTIVE,False
MI-SB-H-ET-C-8,Etched Handmade Singing Bowls,8 in / Chakras,,etched-handmade-singing-bowls,14500.0,18850.0,ACTIVE,False
MI-SB-H-ET-C-9,Etched Handmade Singing Bowls,9 in / Chakras,,etched-handmade-singing-bowls,16500.0,21450.0,ACTIVE,False
MI-SB-H-ET-DJ-10,Etched Handmade Singing Bowls,Dorje / 10 in,,etched-handmade-singing-bowls,16500.0,21450.0,ACTIVE,False
MI-SB-H-ET-DJ-11,Etched Handmade Singing Bowls,Dorje / 11 in,,etched-handmade-singing-bowls,19500.0,25350.0,ACTIVE,False
MI-SB-H-ET-DJ-12,Etched Handmade Singing Bowls,Dorje / 12 in,,etched-handmade-singing-bowls,22500.0,29250.0,ACTIVE,False
MI-SB-H-ET-DJ-7,Etched Handmade Singing Bowls,Dorje / 7 in,,etched-handmade-singing-bowls,10500.0,13650.0,ACTIVE,False
MI-SB-H-ET-DJ-8,Etched Handmade Singing Bowls,8 in / Dorje,,etched-handmade-singing-bowls,12500.0,16250.0,ACTIVE,False
MI-SB-H-ET-DJ-9,Etched Handmade Singing Bowls,Dorje / 9 in,,etched-handmade-singing-bowls,14500.0,18850.0,ACTIVE,False
MI-SB-H-ET-FL-10,Etched Handmade Singing Bowls,Flower of Life / 10 in,,etched-handmade-singing-bowls,16500.0,21450.0,ACTIVE,False
MI-SB-H-ET-FL-11,Etched Handmade Singing Bowls,Flower of Life / 11 in,,etched-handmade-singing-bowls,19500.0,25350.0,ACTIVE,False
MI-SB-H-ET-FL-12,Etched Handmade Singing Bowls,Flower of Life / 12 in,,etched-handmade-singing-bowls,22500.0,29250.0,ACTIVE,False
MI-SB-H-ET-FL-6,Etched Handmade Singing Bowls,Flower of Life / 6 in,,etched-handmade-singing-bowls,8500.0,11050.0,ACTIVE,False
MI-SB-H-ET-FL-7,Etched Handmade Singing Bowls,Flower of Life / 7 in,,etched-handmade-singing-bowls,10500.0,13650.0,ACTIVE,False
MI-SB-H-ET-FL-8,Etched Handmade Singing Bowls,8 in / Flower of Life,,etched-handmade-singing-bowls,12500.0,16250.0,ACTIVE,False
MI-SB-H-ET-FL-9,Etched Handmade Singing Bowls,Flower of Life / 9 in,,etched-handmade-singing-bowls,14500.0,18850.0,ACTIVE,False
MI-SB-H-ET-O-C-10,Etched Handmade Singing Bowls,10 in / Om,,etched-handmade-singing-bowls,16500.0,21450.0,ACTIVE,False
MI-SB-H-ET-O-C-11,Etched Handmade Singing Bowls,Om / 11 in,,etched-handmade-singing-bowls,19500.0,25350.0,ACTIVE,False
MI-SB-H-ET-O-C-12,Etched Handmade Singing Bowls,12 in / Om,,etched-handmade-singing-bowls,22500.0,29250.0,ACTIVE,False
MI-SB-H-ET-O-C-6,Etched Handmade Singing Bowls,6 in / Om,,etched-handmade-singing-bowls,8500.0,11050.0,ACTIVE,False
MI-SB-H-ET-O-C-7,Etched Handmade Singing Bowls,7 in / Om,,etched-handmade-singing-bowls,10500.0,13650.0,ACTIVE,False
MI-SB-H-ET-O-C-8,Etched Handmade Singing Bowls,8 in / Om,,etched-handmade-singing-bowls,12500.0,16250.0,ACTIVE,False
MI-SB-H-ET-O-C-9,Etched Handmade Singing Bowls,9 in / Om,,etched-handmade-singing-bowls,14500.0,18850.0,ACTIVE,False
MI-SB-H-ET-T-10,Etched Handmade Singing Bowls,Tara / 10 in,,etched-handmade-singing-bowls,18500.0,24050.0,ACTIVE,False
MI-SB-H-ET-T-11,Etched Handmade Singing Bowls,Tara / 11 in,,etched-handmade-singing-bowls,21500.0,27950.0,ACTIVE,False
MI-SB-H-ET-T-12,Etched Handmade Singing Bowls,Tara / 12 in,,etched-handmade-singing-bowls,24500.0,31850.0,ACTIVE,False
MI-SB-H-ET-T-6,Etched Handmade Singing Bowls,Tara / 6 in,,etched-handmade-singing-bowls,10500.0,13650.0,ACTIVE,False
MI-SB-H-ET-T-7,Etched Handmade Singing Bowls,Tara / 7 in,,etched-handmade-singing-bowls,12500.0,16250.0,ACTIVE,False
MI-SB-H-ET-T-8,Etched Handmade Singing Bowls,8 in / Tara,,etched-handmade-singing-bowls,14500.0,18850.0,ACTIVE,False
MI-SB-H-ET-T-9,Etched Handmade Singing Bowls,Tara / 9 in,,etched-handmade-singing-bowls,16500.0,21450.0,ACTIVE,False
MI-G-ET-7C-14,Etched Plain/Wind Gong,7 Chakras / 14 in,5400,etched-plain-wind-gong,12450.0,16185.0,ACTIVE,False
MI-G-ET-7C-16,Etched Plain/Wind Gong,7 Chakras / 16 in,7200,etched-plain-wind-gong,15950.0,20735.0,ACTIVE,False
MI-G-ET-7C-18,Etched Plain/Wind Gong,7 Chakras/18 in,9000,etched-plain-wind-gong,18950.0,24635.0,ACTIVE,False
MI-G-ET-7C-20,Etched Plain/Wind Gong,7 Chakras / 20 in,12600,etched-plain-wind-gong,23250.0,30225.0,ACTIVE,False
MI-G-ET-7C-22,Etched Plain/Wind Gong,7 Chakras / 22 in,15120,etched-plain-wind-gong,27690.0,35997.0,ACTIVE,False
MI-G-ET-7C-24,Etched Plain/Wind Gong,7 Chakras / 24 in,19800,etched-plain-wind-gong,32950.0,42835.0,ACTIVE,False
MI-G-ET-7C-26,Etched Plain/Wind Gong,7 Chakras / 26 in,25200,etched-plain-wind-gong,37950.0,49335.0,ACTIVE,False
MI-G-ET-7C-28,Etched Plain/Wind Gong,7 Chakras / 28 in,36550,etched-plain-wind-gong,42950.0,55835.0,ACTIVE,False
MI-G-ET-FOL1-14,Etched Plain/Wind Gong,Flower of Life / 14 in,5400.0,etched-plain-wind-gong,12450.0,16185.0,ACTIVE,False
MI-G-ET-FOL1-16,Etched Plain/Wind Gong,Flower of Life / 16 in,7200.0,etched-plain-wind-gong,15950.0,20735.0,ACTIVE,False
MI-G-ET-FOL1-18,Etched Plain/Wind Gong,Flower of Life/18 In,9000.0,etched-plain-wind-gong,18950.0,24635.0,ACTIVE,False
MI-G-ET-FOL1-20,Etched Plain/Wind Gong,Flower of Life / 20 in,12600.0,etched-plain-wind-gong,23250.0,30225.0,ACTIVE,False
MI-G-ET-FOL1-22,Etched Plain/Wind Gong,Flower of Life / 22 in,15120.0,etched-plain-wind-gong,27690.0,35997.0,ACTIVE,False
MI-G-ET-FOL1-24,Etched Plain/Wind Gong,Flower of Life / 24 in,19800.0,etched-plain-wind-gong,32950.0,42835.0,ACTIVE,False
MI-G-ET-F-OM-14,Etched Plain/Wind Gong,14 in / Om,5400.0,etched-plain-wind-gong,12450.0,16185.0,ACTIVE,False
MI-G-ET-F-OM-16,Etched Plain/Wind Gong,16 in / Om,7200.0,etched-plain-wind-gong,15950.0,20735.0,ACTIVE,False
MI-G-ET-F-OM-18,Etched Plain/Wind Gong,18 in / Om,9000.0,etched-plain-wind-gong,18950.0,24635.0,ACTIVE,False
MI-G-ET-F-OM-20,Etched Plain/Wind Gong,20 in / Om,12600.0,etched-plain-wind-gong,23250.0,30225.0,ACTIVE,False
MI-G-ET-F-OM-22,Etched Plain/Wind Gong,22 in / Om,15120.0,etched-plain-wind-gong,27690.0,35997.0,ACTIVE,False
MI-G-ET-F-OM-24,Etched Plain/Wind Gong,24 in / Om,19800.0,etched-plain-wind-gong,32950.0,42835.0,ACTIVE,False
MI-G-ET-F-OM-26,Etched Plain/Wind Gong,26 in / Om,25200.0,etched-plain-wind-gong,37950.0,49335.0,ACTIVE,False
MI-G-ET-F-OM-28,Etched Plain/Wind Gong,28 in / Om,36550.0,etched-plain-wind-gong,42950.0,55835.0,ACTIVE,False
MI-G-ET-M-14,Etched Plain/Wind Gong,Mandala / 14 in,5400,etched-plain-wind-gong,12450.0,16185.0,ACTIVE,False
MI-G-ET-M-16,Etched Plain/Wind Gong,Mandala / 16 in,7200.0,etched-plain-wind-gong,15950.0,20735.0,ACTIVE,False
MI-G-ET-M-18,Etched Plain/Wind Gong,18 in / Mandala,9000.0,etched-plain-wind-gong,18950.0,24635.0,ACTIVE,False
MI-G-ET-M-20,Etched Plain/Wind Gong,Mandala / 20 in,12600.0,etched-plain-wind-gong,23250.0,30225.0,ACTIVE,False
MI-G-ET-M-22,Etched Plain/Wind Gong,22 in / Mandala,15120.0,etched-plain-wind-gong,27690.0,35997.0,ACTIVE,False
MI-G-ET-M-24,Etched Plain/Wind Gong,24 in / Mandala,19800.0,etched-plain-wind-gong,32950.0,42835.0,ACTIVE,False
MI-G-ET-M-26,Etched Plain/Wind Gong,Mandala / 26 in,25200.0,etched-plain-wind-gong,37950.0,49335.0,ACTIVE,False
MI-G-ET-M-28,Etched Plain/Wind Gong,28 in / Mandala,36550.0,etched-plain-wind-gong,42950.0,55835.0,ACTIVE,False
MI-G-ET-SC-14,Etched Plain/Wind Gong,Shakti Chakra / 14 in,5400.0,etched-plain-wind-gong,12450.0,16185.0,ACTIVE,False
MI-G-ET-SC-16,Etched Plain/Wind Gong,Shakti Chakra / 16 in,7200.0,etched-plain-wind-gong,15950.0,20735.0,ACTIVE,False
MI-G-ET-SC-18,Etched Plain/Wind Gong,18 in / Shakti Chakra,9000.0,etched-plain-wind-gong,18950.0,24635.0,ACTIVE,False
MI-G-ET-SC-20,Etched Plain/Wind Gong,Shakti Chakra / 20 in,12600.0,etched-plain-wind-gong,23250.0,30225.0,ACTIVE,False
MI-G-ET-SC-22,Etched Plain/Wind Gong,Shakti Chakra / 22 in,15120.0,etched-plain-wind-gong,27690.0,35997.0,ACTIVE,False
MI-G-ET-SC-24,Etched Plain/Wind Gong,Shakti Chakra / 24 in,19800.0,etched-plain-wind-gong,32950.0,42835.0,ACTIVE,False
MI-G-ET-SC-26,Etched Plain/Wind Gong,Shakti Chakra / 26 in,25200.0,etched-plain-wind-gong,37950.0,49335.0,ACTIVE,False
MI-G-ET-SC-28,Etched Plain/Wind Gong,Shakti Chakra / 28 in,36550.0,etched-plain-wind-gong,42950.0,55835.0,ACTIVE,False
MI-SB-H-ET-DJ-14,Etched Plain/Wind Gong,Dorje / 14 in,5400.0,etched-plain-wind-gong,12450.0,16185.0,ACTIVE,False
MI-SB-H-ET-DJ-16,Etched Plain/Wind Gong,Dorje / 16 in,7200.0,etched-plain-wind-gong,15950.0,20735.0,ACTIVE,False
MI-SB-H-ET-DJ-18,Etched Plain/Wind Gong,18 in / Dorje,9000.0,etched-plain-wind-gong,18950.0,24635.0,ACTIVE,False
MI-SB-H-ET-DJ-20,Etched Plain/Wind Gong,Dorje / 20 in,12600.0,etched-plain-wind-gong,23250.0,30225.0,ACTIVE,False
MI-SB-H-ET-DJ-22,Etched Plain/Wind Gong,Dorje / 22 in,15120.0,etched-plain-wind-gong,27690.0,35997.0,ACTIVE,False
MI-SB-H-ET-DJ-24,Etched Plain/Wind Gong,Dorje / 24 in,19800.0,etched-plain-wind-gong,32950.0,42835.0,ACTIVE,False
MI-SB-H-ET-DJ-26,Etched Plain/Wind Gong,Dorje / 26 in,25200.0,etched-plain-wind-gong,37950.0,49335.0,ACTIVE,False
MI-SB-H-ET-DJ-28,Etched Plain/Wind Gong,Dorje / 28 in,36550.0,etched-plain-wind-gong,42950.0,55835.0,ACTIVE,False
MI-SB-H-ET-TR-14,Etched Plain/Wind Gong,Tara / 14 in,5400.0,etched-plain-wind-gong,12450.0,16185.0,ACTIVE,False
MI-SB-H-ET-TR-16,Etched Plain/Wind Gong,Tara / 16 in,7200.0,etched-plain-wind-gong,15950.0,20735.0,ACTIVE,False
MI-SB-H-ET-TR-18,Etched Plain/Wind Gong,18 in / Tara,9000.0,etched-plain-wind-gong,18950.0,24635.0,ACTIVE,False
MI-SB-H-ET-TR-20,Etched Plain/Wind Gong,Tara / 20 in,12600.0,etched-plain-wind-gong,23250.0,30225.0,ACTIVE,False
MI-SB-H-ET-TR-22,Etched Plain/Wind Gong,Tara / 22 in,15120.0,etched-plain-wind-gong,27690.0,35997.0,ACTIVE,False
MI-SB-H-ET-TR-24,Etched Plain/Wind Gong,Tara / 24 in,19800.0,etched-plain-wind-gong,32950.0,42835.0,ACTIVE,False
MI-SB-H-ET-TR-26,Etched Plain/Wind Gong,Tara / 26 in,25200.0,etched-plain-wind-gong,37950.0,49335.0,ACTIVE,False
MI-SB-H-ET-TR-28,Etched Plain/Wind Gong,Tara / 28 in,36550.0,etched-plain-wind-gong,42950.0,55835.0,ACTIVE,False
Mi-SB-MD-E-18,Extra Large Meridian Singing Bowls,18 in / Etched,N/A,extra-large-meridian-singing-bowls,68500.0,71500.0,ACTIVE,False
Mi-SB-MD-E-20,Extra Large Meridian Singing Bowls,20 in / Etched,60500,extra-large-meridian-singing-bowls,79500.0,83500.0,ACTIVE,False
Mi-SB-MD-E-22,Extra Large Meridian Singing Bowls,22 in / Etched,75400,extra-large-meridian-singing-bowls,97500.0,105000.0,ACTIVE,False
Mi-SB-MD-E-24,Extra Large Meridian Singing Bowls,24 in / Etched,N/A,extra-large-meridian-singing-bowls,129500.0,132500.0,ACTIVE,False
Mi-SB-MD-E-26,Extra Large Meridian Singing Bowls,23 In / Etched,N/A,extra-large-meridian-singing-bowls,114500.0,117500.0,ACTIVE,False
Mi-SB-MD-P-18,Extra Large Meridian Singing Bowls,Plain / 18 in,N/A,extra-large-meridian-singing-bowls,53500.0,56500.0,ACTIVE,False
Mi-SB-MD-P-20,Extra Large Meridian Singing Bowls,Plain / 20 in,51700.0,extra-large-meridian-singing-bowls,65500.0,68500.0,ACTIVE,False
Mi-SB-MD-P-22,Extra Large Meridian Singing Bowls,Plain / 22 in,65000.0,extra-large-meridian-singing-bowls,79500.0,82500.0,ACTIVE,False
Mi-SB-MD-P-24,Extra Large Meridian Singing Bowls,Plain / 24 in,N/A,extra-large-meridian-singing-bowls,114500.0,117500.0,ACTIVE,False
Mi-SB-MD-P-26,Extra Large Meridian Singing Bowls,Plain / 23 In,N/A,extra-large-meridian-singing-bowls,99500.0,104500.0,ACTIVE,False
MI-SB-RFL-B-8,Flower of Life with Sacred Symbols Singing Bowls,8 in / Blue,780.0,flower-of-life-with-sacred-symbols-singing-bowls,1550.0,2015.0,ACTIVE,False
MI-SB-RFL-B-10.5,Flower of Life with Sacred Symbols Singing Bowls,10.5 in / Blue,1235.0,flower-of-life-with-sacred-symbols-singing-bowls,2190.0,2847.0,ACTIVE,False
MI-SB-RFL-B-9,Flower of Life with Sacred Symbols Singing Bowls,Blue / 9 in,910.0,flower-of-life-with-sacred-symbols-singing-bowls,1750.0,2275.0,ACTIVE,False
MI-SB-RFL-BR-10.5,Flower of Life with Sacred Symbols Singing Bowls,10.5 in / Brown,1235.0,flower-of-life-with-sacred-symbols-singing-bowls,2190.0,2847.0,ACTIVE,False
