product_slug,sku,is_default,status,mrp_paise,sale_paise,mrp_usd_cents,sale_usd_cents,video_url,variant_images,attrs,shipping_rows
7-chakras-moderate-grip-yoga-mat,REMOVED-a4cecb66-woo-var-8436,false,INACTIVE,305000,219000,3840,3430,"",0,color=Blue;macrame-strap=White,4
7-chakras-moderate-grip-yoga-mat,REMOVED-b20c6c9d-woo-var-8423,true,INACTIVE,305000,219000,3840,3430,"",0,color=Green;macrame-strap=Green,4
7-chakras-moderate-grip-yoga-mat,REMOVED-b8c09c02-woo-var-8441,false,INACTIVE,305000,219000,3840,3430,"",0,color=Orange;macrame-strap=White,4
7-chakras-moderate-grip-yoga-mat,REMOVED-ba8cbbda-woo-var-8425,false,INACTIVE,305000,219000,3840,3430,"",0,color=Green;macrame-strap=Orange,4
7-chakras-moderate-grip-yoga-mat,REMOVED-e3be03b7-woo-var-8428,false,INACTIVE,305000,219000,3840,3430,"",0,color=Pink;macrame-strap=Green,4
7-chakras-moderate-grip-yoga-mat,REMOVED-f0532a4a-woo-var-8424,false,INACTIVE,305000,219000,3840,3430,"",0,color=Green;macrame-strap=Dark Grey,4
7-chakras-mystical-incense-sticks-set,IS-7C,true,ACTIVE,54500,48000,840,750,"",1,type=7 Chakra Set,4
7-chakras-mystical-incense-sticks-set,IS-7C-S,false,ACTIVE,62500,56500,1050,950,"",1,type=7 Chakra Set with Stand,4
7-chakras-mystical-incense-sticks-set,IS-C-12,false,ACTIVE,10400,8000,140,130,"",1,type=Pure Citronella,4
7-chakras-mystical-incense-sticks-set,IS-E-12,false,ACTIVE,10400,8000,140,130,"",1,type=Pure Eucalyptus,4
7-chakras-mystical-incense-sticks-set,IS-F-12,false,ACTIVE,10400,8000,140,130,"",1,type=Pure Frankincense,4
7-chakras-mystical-incense-sticks-set,IS-L-12,false,ACTIVE,10400,8000,140,130,"",1,type=Pure Lavender,4
7-chakras-mystical-incense-sticks-set,IS-M-12,false,ACTIVE,10400,8000,140,130,"",1,type=Pure Musk,4
7-chakras-mystical-incense-sticks-set,IS-R-12,false,ACTIVE,10400,8000,140,130,"",1,type=Pure Rose,4
7-chakras-mystical-incense-sticks-set,IS-S-12,false,ACTIVE,10400,8000,140,130,"",1,type=Pure Sandalwood,4
7-chakras-vintage-copper-bottle,REMOVED-789b2482-woo-var-5786,true,INACTIVE,161900,124500,2180,1950,"",0,bottle-type=without-brush;size=1L,4
7-chakras-vintage-copper-bottle,REMOVED-be2d3d73-woo-var-43492,false,INACTIVE,174900,134500,2360,2110,"",0,bottle-type=with-brush;size=1L,4
7-chakras-vintage-copper-bottle,REMOVED-d0e13e75-woo-var-43491,false,INACTIVE,120300,92500,1620,1450,"",0,bottle-type=without-brush;size=500ml,4
7-chakras-vintage-copper-bottle,REMOVED-fe08a64d-woo-var-5787,false,INACTIVE,129400,99500,1750,1560,"",0,bottle-type=with-brush;size=500ml,4
7-chakras-yoga-mats,REMOVED-9fae886b-woo-var-46162,true,INACTIVE,245000,179000,3140,2840,"",0,color=Teal;grip=Moderate,4
7-chakras-yoga-mats,REMOVED-ee83b231-woo-var-46164,false,INACTIVE,245000,179000,3140,2840,"",0,color=Yellow;grip=Moderate,4
7-chakras-yoga-mats,Yo-M-C-HG-O,false,ACTIVE,275000,199000,3490,3120,"",1,color=Orange;grip=Superior,4
7-chakras-yoga-mats,Yo-M-C-HG-P,false,ACTIVE,275000,199000,3490,3120,"",1,color=Pink;grip=Superior,4
7-chakras-yoga-mats,Yo-M-C-HG-T,false,ACTIVE,275000,199000,3490,3120,"",1,color=Teal;grip=Superior,4
7-chakras-yoga-mats,Yo-M-C-HG-Y,false,ACTIVE,275000,199000,3490,3120,"",1,color=Yellow;grip=Superior,4
7-chakras-yoga-mats,Yo-M-C-MG-B-27,false,ACTIVE,245000,179000,3140,2840,"",0,color=Blue;grip=Moderate,4
7-chakras-yoga-mats,Yo-M-C-MG-G-27,false,ACTIVE,245000,179000,3140,2840,"",0,color=Green;grip=Moderate,4
7-chakras-yoga-mats,Yo-M-C-MG-o-27,false,ACTIVE,245000,179000,3140,2840,"",0,color=Orange;grip=Moderate,4
7-chakras-yoga-mats,Yo-M-C-MG-P-27,false,ACTIVE,245000,179000,3140,2840,"",0,color=Pink;grip=Moderate,4
7-key-kalimba-made-from-coconut-shell-painted-plain,MI-KCS-DP,false,ACTIVE,104500,95000,1670,1490,"",1,type=Dot Painted,4
7-key-kalimba-made-from-coconut-shell-painted-plain,MI-KCS-PE,true,ACTIVE,104500,95000,1670,1490,"",1,type=Plain Etched,4
8-keys-metallophone-with-1-1-5-key-widths,MI-XP-SP-1.5-8,false,ACTIVE,1075000,935000,13200,12550,"",1,keywidth=1.5 inch,4
8-keys-metallophone-with-1-1-5-key-widths,MI-XP-SP-1-8,true,ACTIVE,885000,765000,11500,10750,"",1,keywidth=1 inch,4
8-keys-wooden-xylophone,MI-XP-W-8,true,ACTIVE,1020500,785000,"","","",0,"",4
9-10-notes-handpan-drum-handcrafted-to-precision,MI-D-HP-DC-M9,true,ACTIVE,9000000,8150000,130000,125000,"",0,type=D Celtic Minor 9,4
9-10-notes-handpan-drum-handcrafted-to-precision,MI-D-HP-DK-10,false,ACTIVE,10000000,9150000,140000,139500,"",0,type=D Kurd 10,4
aluminium-22-steel-bars-chime,MI-Ch-BS-22,true,ACTIVE,525000,395000,7155,4950,"",0,"",0
angel-tuning-forks,Mi-TF-AG-4096,true,ACTIVE,275000,235000,5500,3500,"",0,hertz=4096 Hz,4
angel-tuning-forks,Mi-TF-AG-4160,false,ACTIVE,300000,255000,5500,4000,"",0,hertz=4160 Hz,4
angel-tuning-forks,Mi-TF-AG-4225,false,ACTIVE,325000,275000,5500,4500,"",0,hertz=4225 Hz,4
ankh-sound-healing-instrument,woo-var-49880,true,ACTIVE,2100000,1999900,22500,21500,"",0,size=Medium,0
ankh-sound-healing-instrument,woo-var-49881,false,ACTIVE,3300000,3199900,35500,34500,"",0,size=Large,0
antique-finish-handmade-singing-bowls,MI-SB-H-AE-10,false,ACTIVE,1546400,1189500,21170,18900,"",1,size=10 in,4
antique-finish-handmade-singing-bowls,MI-SB-H-AE-11,false,ACTIVE,1806400,1389500,23410,20900,"",1,size=11 in,4
antique-finish-handmade-singing-bowls,MI-SB-H-AE-12,false,ACTIVE,2242500,1725000,30130,26900,"",1,size=12 in,4
antique-finish-handmade-singing-bowls,MI-SB-H-AE-13,false,ACTIVE,2528500,1945000,33490,29900,"",1,size=13 in,4
antique-finish-handmade-singing-bowls,MI-SB-H-AE-7,true,ACTIVE,1085500,835000,14450,12900,"",1,size=7 in,4
antique-finish-handmade-singing-bowls,MI-SB-H-AE-8,false,ACTIVE,1228500,945000,16690,14900,"",1,size=8 in,4
antique-finish-handmade-singing-bowls,MI-SB-H-AE-9,false,ACTIVE,1358500,1045000,18480,16500,"",1,size=9 in,4
artistically-designed-copper-bottles,CB-BM,false,ACTIVE,161900,124500,2180,1950,"",1,cleaning-brush=Without Brush;size=1L;types-of-bottles=Blue Tranquillity,4
artistically-designed-copper-bottles,CB-BM-.5,false,ACTIVE,115700,89000,1560,1390,"",1,cleaning-brush=Without Brush;size=500ml;types-of-bottles=Blue Tranquillity,4
artistically-designed-copper-bottles,CB-BM-B,false,ACTIVE,174900,134500,2360,2110,"",1,cleaning-brush=With Brush;size=1L;types-of-bottles=Blue Tranquillity,4
artistically-designed-copper-bottles,CB-BM-B-.5,false,ACTIVE,128100,98500,1730,1540,"",1,cleaning-brush=With Brush;size=500ml;types-of-bottles=Blue Tranquillity,4
artistically-designed-copper-bottles,CB-HW,false,ACTIVE,161900,124500,2180,1950,"",1,cleaning-brush=Without Brush;size=1L;types-of-bottles=Happiness is inside,4
artistically-designed-copper-bottles,CB-HW-.5,false,ACTIVE,115700,89000,1560,1390,"",1,cleaning-brush=Without Brush;size=500ml;types-of-bottles=Happiness is inside,4
artistically-designed-copper-bottles,CB-HW-B,false,ACTIVE,174900,134500,2360,2110,"",1,cleaning-brush=With Brush;size=1L;types-of-bottles=Happiness is inside,4
artistically-designed-copper-bottles,CB-HW-B.-.5,false,ACTIVE,128100,98500,1730,1540,"",1,cleaning-brush=With Brush;size=500ml;types-of-bottles=Happiness is inside,4
artistically-designed-copper-bottles,CB-OL,false,ACTIVE,161900,124500,2180,1950,"",1,cleaning-brush=Without Brush;size=1L;types-of-bottles=Sunshine within me,4
artistically-designed-copper-bottles,CB-OL-.5,false,ACTIVE,109900,84500,1480,1320,"",1,cleaning-brush=Without Brush;size=500ml;types-of-bottles=Sunshine within me,4
artistically-designed-copper-bottles,CB-OL-B,false,ACTIVE,174900,134500,2360,2110,"",1,cleaning-brush=With Brush;size=1L;types-of-bottles=Sunshine within me,4
artistically-designed-copper-bottles,CB-OL-B-.5,false,ACTIVE,128100,98500,1730,1540,"",1,cleaning-brush=With Brush;size=500ml;types-of-bottles=Sunshine within me,4
artistically-designed-copper-bottles,CB-PNT,false,ACTIVE,161900,124500,2180,1950,"",1,cleaning-brush=Without Brush;size=1L;types-of-bottles=Pink & Positive,4
artistically-designed-copper-bottles,CB-PNT-.5,false,ACTIVE,115700,89000,1560,1390,"",1,cleaning-brush=Without Brush;size=500ml;types-of-bottles=Pink & Positive,4
artistically-designed-copper-bottles,CB-PNT-B,false,ACTIVE,174900,134500,2360,2110,"",1,cleaning-brush=With Brush;size=1L;types-of-bottles=Pink & Positive,4
artistically-designed-copper-bottles,CB-PNT-B-.5,false,ACTIVE,128100,98500,2360,2110,"",1,cleaning-brush=With Brush;size=500ml;types-of-bottles=Pink & Positive,4
artistically-designed-copper-bottles,CB-T,false,ACTIVE,161900,124500,2180,1950,"",1,cleaning-brush=Without Brush;size=1L;types-of-bottles=Tatvamasi - I am Infinite,4
artistically-designed-copper-bottles,CB-T-.5,false,ACTIVE,115700,89000,1560,1390,"",1,cleaning-brush=Without Brush;size=500ml;types-of-bottles=Tatvamasi - I am Infinite,4
artistically-designed-copper-bottles,CB-T-B,false,ACTIVE,174900,134500,2360,2110,"",1,cleaning-brush=With Brush;size=1L;types-of-bottles=Tatvamasi - I am Infinite,4
artistically-designed-copper-bottles,CB-T-B-.5,true,ACTIVE,128100,98500,1730,1540,"",1,cleaning-brush=With Brush;size=500ml;types-of-bottles=Tatvamasi - I am Infinite,4
asalato-aslatau-or-kashaka-shaker,MI-AS,true,ACTIVE,175000,134500,2410,2150,"",0,size=Single;type=Plain,4
asalato-aslatau-or-kashaka-shaker,MI-AS-2,false,ACTIVE,325000,245000,4260,3800,"",0,size=Pair;type=Plain,4
asalato-aslatau-or-kashaka-shaker,MI-AS-P,false,ACTIVE,195000,155500,2950,2450,"",0,size=Single;type=Painted,4
asalato-aslatau-or-kashaka-shaker,MI-AS-P-2,false,ACTIVE,395000,270000,5500,4500,"",0,size=Pair;type=Painted,4
ayurvedic-copper-bedroom-jar,CB-BJ,true,ACTIVE,161900,124500,2180,1950,"",0,"",4
bamboo-castanet,MI-CN-B,true,ACTIVE,94500,74500,1150,850,"",0,"",4
bamboo-jaw-harp,MI-BJH,true,ACTIVE,55000,30000,1800,500,"",0,"",4
bamboo-rainstick,MI-RS-B-1M,false,ACTIVE,324500,249500,4360,3890,"",1,size=1m,4
bamboo-rainstick,MI-RS-B-40,true,ACTIVE,194500,149500,2680,2390,"",1,size=40cms,4
bamboo-rainstick,MI-RS-B-60,false,ACTIVE,249500,199500,3350,2990,"",1,size=60cms,4
bamboo-rainstick,MI-RS-B-80,false,ACTIVE,350000,229500,4050,3450,"",1,size=80cms,4
bamboo-rainstick-49779,MI-RS-N,true,ACTIVE,325000,295000,3505,3180,"",0,"",4
belly-bowls,MI-SB-BY,true,ACTIVE,1090000,990000,15000,14000,"",0,"",4
bendo-chimes,MI-CH-BE,true,ACTIVE,650000,595000,8950,7650,"",0,"",4
bendo-shaker,MI-BR-L,false,ACTIVE,195000,185000,2500,2000,"",0,size=Large,4
bendo-shaker,MI-BR-S,true,ACTIVE,155000,135000,3050,2050,"",0,size=Small,4
bendo-shaker1,bendo-shaker1-v1,false,ACTIVE,2400,2000,2400,2000,https://www.youtube.com/watch?v=JmkBALmVia8&t=7s,1,color=Yellow;size=Large,4
bendo-shaker1,bendo-shaker-v1,false,ACTIVE,1200,1000,2500,2000,"",2,color=Yellow;size=Medium,4
bendo-shaker1,bendo-shaker-v2,true,ACTIVE,3500,3000,4500,"","",1,color=Green;size=Large,4
bird-flute,MI-BF-BN-P,false,ACTIVE,55000,45000,900,700,"",0,colour=Brown;type=Pair,4
bird-flute,MI-BF-BN-S,true,ACTIVE,37500,27500,650,450,"",0,colour=Brown;type=Single,4
bird-flute,MI-BF-GN-P,false,ACTIVE,47500,37500,850,650,"",0,colour=Green;type=Single,4
bird-flute,MI-BF-GN-S,false,ACTIVE,75000,65000,1100,900,"",0,colour=Green;type=Pair,4
bird-flute,MI-BF-M,false,ACTIVE,70000,60000,1500,1200,"",0,colour=Mixed;type=Pair,4
box-tanpura,MI-BT-F,false,ACTIVE,1700000,1350000,19500,17500,"",0,tone=Female Tanpura,4
box-tanpura,MI-BT-M,true,ACTIVE,1700000,1350000,19500,17500,"",0,tone=Male Tanpura,4
brain-tuner-set-harmonize-your-mind-s-natural-rhythms,woo-var-49902,true,ACTIVE,350000,250000,4000,3000,"",0,frequency=Fundamental – 256 Hz,0
brain-tuner-set-harmonize-your-mind-s-natural-rhythms,woo-var-49903,false,ACTIVE,350000,250000,4000,3000,"",0,frequency=Delta – 259 Hz,0
brain-tuner-set-harmonize-your-mind-s-natural-rhythms,woo-var-49904,false,ACTIVE,350000,250000,4000,3000,"",0,frequency=Theta – 262 Hz,0
brain-tuner-set-harmonize-your-mind-s-natural-rhythms,woo-var-49905,false,ACTIVE,350000,250000,4000,3000,"",0,frequency=Alpha – 267 Hz,0
brain-tuner-set-harmonize-your-mind-s-natural-rhythms,woo-var-49906,false,ACTIVE,350000,250000,4000,3000,"",0,frequency=Beta – 271 Hz,0
brain-tuner-set-harmonize-your-mind-s-natural-rhythms,woo-var-49907,false,ACTIVE,1050000,950000,11500,10500,"",0,frequency=Combo of 5,0
caxixi,Mi-CX-M-N,true,ACTIVE,175500,135000,"","","",0,"",4
c-g-tuning-forks,MI-TF-CG-W,false,ACTIVE,438000,338000,4855,3855,"",0,type=Unweighted,4
c-g-tuning-forks,woo-var-48319,true,ACTIVE,585000,458000,6550,5221,"",0,type=Weighted,4
classic-morchang-set,MI-CM-B,false,ACTIVE,295000,235000,3350,2350,"",0,type=Bass,4
classic-morchang-set,MI-CM-M,false,ACTIVE,295000,235000,3350,2350,"",0,type=Middle,4
classic-morchang-set,MI-CM-S,true,ACTIVE,295000,235000,3350,2350,"",0,type=Sharp,4
classic-morchang-set,MI-CM-ST,false,ACTIVE,905000,700000,9500,7050,"",0,type=Full Set,4
coconut-maracas-shakers,MI-CM,true,ACTIVE,128700,99000,1740,1550,"",0,type=Plain,4
coconut-maracas-shakers,MI-CM-DP,false,ACTIVE,154100,118500,2020,1800,"",0,type=Dot Painted,4
coconut-rattle,MI-CR,true,ACTIVE,135900,104500,1850,1650,"",0,"",4
conscious-cards,MS-CC,true,ACTIVE,169900,149900,3200,2200,"",0,"",4
copper-bottle-gift-set-7-chakra,GP-CB-7C-C-2G,true,ACTIVE,215000,175000,3050,2050,"",0,colour=Gold,4
copper-bottle-gift-set-7-chakra,GP-CB-7C-V-2G,false,ACTIVE,215000,175000,3050,2050,"",0,colour=Vintage,4
copper-tongue-cleaner,REMOVED-4ec8677d-woo-var-7807,true,INACTIVE,18900,14500,250,230,"",0,packs=pack-of-1;type=Ring,4
copper-tongue-cleaner,REMOVED-c359c68f-woo-var-7809,false,INACTIVE,30600,23500,410,370,"",0,packs=pack-of-2;type=Ring,4
copper-tongue-cleaner,REMOVED-cc5c737e-woo-var-7811,false,INACTIVE,44900,34500,610,540,"",0,packs=pack-of-4;type=Ring,4
copper-tongue-cleaner,TC-S-1,false,ACTIVE,21500,16500,290,260,"",0,packs=pack-of-1;type=Straight,4
copper-tongue-cleaner,TC-S-2,false,ACTIVE,34500,26500,460,420,"",0,packs=pack-of-2;type=Straight,4
copper-tongue-cleaner,TC-S-4,false,ACTIVE,51400,39500,690,620,"",0,packs=pack-of-4;type=Straight,4
course-checkout-nada-yoga,COURSE-NADA-YOGA,true,ACTIVE,1400000,1400000,18500,18500,"",0,"",0
course-checkout-qigong-fundamentals,COURSE-QIGONG-FUNDAMENTALS,true,ACTIVE,850000,850000,"","","",0,"",0
course-checkout-rhythmic-foundations,COURSE-RHYTHMIC-FOUNDATIONS,true,ACTIVE,850000,850000,9900,9900,"",0,"",0
course-checkout-sonic-odyssey-workshop-across-india,COURSE-SONIC-ODYSSEY-WORKSHOP-ACROSS-INDIA,true,ACTIVE,399900,399900,5000,5000,"",0,"",0
course-checkout-sound-alchemy-online,COURSE-SOUND-ALCHEMY-ONLINE,true,ACTIVE,1050000,1050000,14500,14500,"",0,"",0
course-checkout-sound-healing-course,COURSE-SOUND-HEALING-COURSE,true,ACTIVE,1800000,1800000,25000,25000,"",0,"",0
course-checkout-sound-healing-course-1,COURSE-SOUND-HEALING-COURSE-1,true,ACTIVE,2500000,2500000,30000,30000,"",0,"",0
course-checkout-sound-therapy-bangalore,COURSE-SOUND-THERAPY-BANGALORE,true,ACTIVE,2250000,2250000,"","","",0,"",0
course-checkout-sound-therapy-bangalore-3,COURSE-SOUND-THERAPY-BANGALORE-3,true,ACTIVE,1650000,1650000,"","","",0,"",0
course-checkout-sound-therapy-delhi,COURSE-SOUND-THERAPY-DELHI,true,ACTIVE,1950000,1950000,"","","",0,"",0
course-checkout-sound-therapy-fundamentals,COURSE-SOUND-THERAPY-FUNDAMENTALS,true,ACTIVE,1049900,1049900,15000,15000,"",0,"",0
course-checkout-sound-therapy-fundamentals-online,COURSE-SOUND-THERAPY-FUNDAMENTALS-ONLINE,true,ACTIVE,1350000,1350000,15000,15000,"",0,"",0
course-checkout-sound-therapy-goa,COURSE-SOUND-THERAPY-GOA,true,ACTIVE,2350000,2350000,"","","",0,"",0
course-checkout-sound-therapy-mumbai,COURSE-SOUND-THERAPY-MUMBAI,true,ACTIVE,1800000,1800000,"","","",0,"",0
course-checkout-yoga-therapy-course,COURSE-YOGA-THERAPY-COURSE,true,ACTIVE,4500000,4500000,75000,75000,"",0,"",0
crescent-zafu-cushion-compact,Me-CZ-C-DG,true,ACTIVE,145000,108500,2000,1800,"",0,colour=Dark Grey,4
crescent-zafu-cushion-compact,Me-CZ-C-L,false,ACTIVE,145000,108500,2000,1800,"",0,colour=Lavender,4
crescent-zafu-cushion-compact,Me-CZ-C-MB,false,ACTIVE,145000,108500,2000,1800,"",0,colour=Misty Blue,4
crescent-zafu-cushion-compact,Me-CZ-C-RE,false,ACTIVE,145000,108500,2000,1800,"",0,colour=Rose,4
crescent-zafu-cushion-compact,Me-CZ-C-S,false,ACTIVE,145000,108500,2000,1800,"",0,colour=Sage,4
crescent-zafu-cushion-wide,Me-CZ-W-L,false,ACTIVE,142000,114500,2100,1900,"",0,colour=Lavender;type=Large,4
crescent-zafu-cushion-wide,Me-CZ-W-MB,false,ACTIVE,142000,114500,2100,1900,"",0,colour=Misty Blue;type=Large,4
crescent-zafu-cushion-wide,Me-CZ-W-RP,true,ACTIVE,142000,114500,2100,1900,"",0,colour=Rouge Pink;type=Large,4
crescent-zafu-meditation-cushion,Me-C-Z-L-GY,false,ACTIVE,142000,114500,2100,1900,"",1,colour=Grey;type=Large,4
crescent-zafu-meditation-cushion,Me-C-Z-L-L,false,ACTIVE,142000,114500,2100,1900,"",1,colour=Lavender;type=Large,4
crescent-zafu-meditation-cushion,Me-C-Z-L-MB,false,ACTIVE,142000,114500,2100,1900,"",1,colour=Misty Blue;type=Large,4
crescent-zafu-meditation-cushion,Me-C-Z-L-RE,false,ACTIVE,142000,114500,2100,1900,"",1,colour=Rose;type=Large,4
crescent-zafu-meditation-cushion,Me-C-Z-L-RP,true,ACTIVE,142000,114500,2100,1900,"",1,colour=Rouge Pink;type=Large,4
crescent-zafu-meditation-cushion,Me-C-Z-L-S,false,ACTIVE,142000,114500,2100,1900,"",1,colour=Sage;type=Large,4
crescent-zafu-meditation-cushion,Me-C-Z-M-L,false,ACTIVE,142000,108500,1900,1700,"",1,colour=Lavender;type=Medium,4
crescent-zafu-meditation-cushion,Me-C-Z-M-MB,false,ACTIVE,142000,108500,1900,1700,"",1,colour=Misty Blue;type=Medium,4
crescent-zafu-meditation-cushion,Me-C-Z-M-R,false,ACTIVE,142000,108500,1900,1700,"",1,colour=Rose;type=Medium,4
crescent-zafu-meditation-cushion,Me-C-Z-M-SE,false,ACTIVE,142000,108500,1900,1700,"",1,colour=Sage;type=Medium,4
crystal-bowl-bag,MI-CB-B-L,false,ACTIVE,215000,185000,3850,2850,"",0,size=Large,4
crystal-bowl-bag,MI-CB-B-M,false,ACTIVE,185000,165000,3450,2450,"",0,size=Medium,4
crystal-bowl-bag,MI-CB-B-S,true,ACTIVE,165000,145000,3010,2010,"",0,size=Small,4
crystal-bowl-mallets,woo-var-49605,true,ACTIVE,175000,160000,1890,1785,"",1,type=Ball Mallet,0
crystal-bowl-mallets,woo-var-49606,false,ACTIVE,165000,155000,1780,1650,"",1,type=Rimming Mallet,0
crystal-bowl-mallets,woo-var-49607,false,ACTIVE,175000,160000,1890,1785,"",1,type=Silicon Mallet,0
crystal-bowl-o-rings-support-rings,woo-var-49761,true,ACTIVE,45000,35000,500,400,"",0,size=Small,0
crystal-bowl-o-rings-support-rings,woo-var-49762,false,ACTIVE,55000,45000,650,575,"",0,size=Medium,0
crystal-bowl-o-rings-support-rings,woo-var-49763,false,ACTIVE,75000,65000,750,705,"",0,size=Large,0
crystal-bowl-o-rings-support-rings,woo-var-49764,false,ACTIVE,135000,125000,1450,1350,"",0,size=Combo of 3,0
crystal-bowls,MI-CB-W-10,false,ACTIVE,1592500,1225000,21170,18900,"",1,size=10 in,4
crystal-bowls,MI-CB-W-11,false,ACTIVE,1722500,1325000,22290,19900,"",1,size=11 in,4
crystal-bowls,MI-CB-W-12,false,ACTIVE,1904500,1465000,25650,22900,"",1,size=12 in,4
crystal-bowls,MI-CB-W-13,false,ACTIVE,2307500,1775000,30130,26900,"",1,size=13 in,4
crystal-bowls,MI-CB-W-14,false,ACTIVE,2567500,1975000,33490,29900,"",1,size=14 in,4
crystal-bowls,MI-CB-W-6,true,ACTIVE,1163500,895000,15120,13500,"",1,size=6 in,4
crystal-bowls,MI-CB-W-7,false,ACTIVE,1254500,965000,16690,14900,"",1,size=7 in,4
crystal-bowls,MI-CB-W-8,false,ACTIVE,1358500,1045000,17810,15900,"",1,size=8 in,4
crystal-bowls,MI-CB-W-9,false,ACTIVE,1488500,1145000,20050,17900,"",1,size=9 in,4
crystal-bowls-set-of-7,MI-CB-CL-6-12-SET,false,ACTIVE,9450000,8850000,120000,118500,"",0,colour=Chakra Coloured;dumroo-size=6-12-in-set,4
crystal-bowls-set-of-7,MI-CB-CL-8-14-SET,false,ACTIVE,10450000,9950000,135000,129500,"",0,colour=Chakra Coloured;dumroo-size=8-14-in-set,4
crystal-bowls-set-of-7,MI-CB-W-6-12-SET,true,ACTIVE,8450000,7850000,120000,108500,"",0,colour=Frosted White;dumroo-size=6-12-in-set,4
crystal-bowls-set-of-7,MI-CB-W-8-14-SET,false,ACTIVE,9450000,8950000,135000,119500,"",0,colour=Frosted White;dumroo-size=8-14-in-set,4
crystal-bowl-with-handle,MI-CBH,true,ACTIVE,2150000,1950000,38500,28500,"",0,"",4
crystal-pyramid,MI-CP-6,true,ACTIVE,995000,895000,14500,12500,"",0,size=6 in,4
crystal-pyramid,MI-CP-8,false,ACTIVE,1195000,1095000,15500,14500,"",0,size=8 in,4
djembe-drums,MI-DJB-I-10,false,ACTIVE,699000,535000,8100,7300,"",0,color=Ivory;size=10in,4
djembe-drums,MI-DJB-I-12,false,ACTIVE,820000,635000,9500,8600,"",0,color=Ivory;size=12in,4
djembe-drums,MI-DJB-I-14,false,ACTIVE,835000,745000,10500,9600,"",0,color=Ivory;size=14in,4
djembe-drums,MI-DJB-I-8,true,ACTIVE,440000,395000,5100,4600,"",0,color=Ivory;size=8in,4
djembe-drums,MI-DJB-M-10,false,ACTIVE,690000,535000,8000,6900,"",0,color=Mahogany;size=10in,4
djembe-drums,MI-DJB-M-12,false,ACTIVE,810000,635000,9400,8500,"",0,color=Mahogany;size=12in,4
djembe-drums,MI-DJB-M-14,false,ACTIVE,835000,745000,10500,9600,"",0,color=Mahogany;size=14in,4
djembe-drums,MI-DJB-M-8,false,ACTIVE,430000,395000,5000,4500,"",0,color=Mahogany;size=8in,4
dotted-singing-bowl,MI-SB-DH-5.5,false,ACTIVE,310100,238500,4310,3850,"",1,size=Deep 5.5 Inch,4
dotted-singing-bowl,MI-SB-H-4,true,ACTIVE,213900,164500,2970,2650,"",1,size=4 inch,4
dotted-singing-bowl,MI-SB-H-5.5,false,ACTIVE,278900,214500,3750,3350,"",1,size=5.5 inch,4
dumru-dumroo-indian-handmade-percussion-instrument,MI-D-DP,false,ACTIVE,42500,32500,1200,800,"",0,type=Dot Painted,4
dumru-dumroo-indian-handmade-percussion-instrument,MI-D-P,true,ACTIVE,35000,27500,1000,700,"",0,type=Plain,4
eco-friendly-neem-wood-toothbrush,NTB-2,true,ACTIVE,29300,22500,390,350,"",1,packs=pack-of-2,4
eco-friendly-neem-wood-toothbrush,NTB-4,false,ACTIVE,47500,36500,640,570,"",1,packs=pack-of-4,4
egg-shaker-with-handle,MI-ES-H,true,ACTIVE,116400,89500,1620,1450,"",0,"",4
elemental-chimes,MI-Ch-KS,true,ACTIVE,485000,385000,5900,4900,"",0,"",4
etched-handmade-singing-bowls,MI-GG-DJ-6,false,ACTIVE,1105000,850000,15120,13500,"",0,size=6 in;type=Dorje,4
etched-handmade-singing-bowls,MI-GG-YY-10,false,ACTIVE,2145000,1650000,28000,25000,"",0,size=10 in;type=Yin Yang,4
etched-handmade-singing-bowls,MI-GG-YY-11,false,ACTIVE,2535000,1950000,33040,29500,"",0,size=11 in;type=Yin Yang,4
etched-handmade-singing-bowls,MI-GG-YY-12,false,ACTIVE,2925000,2250000,36400,32500,"",0,size=12 in;type=Yin Yang,4
etched-handmade-singing-bowls,MI-GG-YY-6,false,ACTIVE,1105000,850000,15120,13500,"",0,size=6 in;type=Yin Yang,4
etched-handmade-singing-bowls,MI-GG-YY-7,false,ACTIVE,1365000,1050000,17810,15900,"",0,size=7 in;type=Yin Yang,4
etched-handmade-singing-bowls,MI-GG-YY-8,false,ACTIVE,1625000,1250000,21840,19500,"",0,size=8 in;type=Yin Yang,4
etched-handmade-singing-bowls,MI-GG-YY-9,false,ACTIVE,1885000,1450000,25200,22500,"",0,size=9 in;type=Yin Yang,4
etched-handmade-singing-bowls,MI-SB-GE-10,false,ACTIVE,2145000,1650000,28000,25000,"",1,size=10 in;type=Sacred Geometry,4
etched-handmade-singing-bowls,MI-SB-GE-11,false,ACTIVE,2535000,1950000,33040,29500,"",1,size=11 in;type=Sacred Geometry,4
etched-handmade-singing-bowls,MI-SB-GE-12,false,ACTIVE,2925000,2250000,36400,32500,"",1,size=12 in;type=Sacred Geometry,4
etched-handmade-singing-bowls,MI-SB-GE-6,false,ACTIVE,1105000,850000,15120,13500,"",1,size=6 in;type=Sacred Geometry,4
etched-handmade-singing-bowls,MI-SB-GE-7,false,ACTIVE,1365000,1050000,17810,15900,"",1,size=7 in;type=Sacred Geometry,4
etched-handmade-singing-bowls,MI-SB-GE-8,false,ACTIVE,1625000,1250000,21840,19500,"",1,size=8 in;type=Sacred Geometry,4
etched-handmade-singing-bowls,MI-SB-GE-9,false,ACTIVE,1885000,1450000,25200,22500,"",1,size=9 in;type=Sacred Geometry,4
