product_slug,sku,is_default,status,mrp_paise,sale_paise,mrp_usd_cents,sale_usd_cents,video_url,variant_images,attrs,shipping_rows
handcrafted-set-of-7-bowls-for-sound-therapy,MI-SB-7C Set-S-EC,false,ACTIVE,7850000,6950000,109900,99900,"",1,size=Standard-Octave 3;type=Chakra Etching,4
handcrafted-set-of-7-bowls-for-sound-therapy,MI-SB-7C Set-S-FM,false,ACTIVE,7450000,6550000,99900,89900,"",1,size=Standard-Octave 3;type=Full Moon,4
handcrafted-set-of-7-bowls-for-sound-therapy,MI-SB-7C Set-S-M,false,ACTIVE,6550000,5650000,89900,79900,"",1,size=Standard-Octave 3;type=Matte,4
handheld-natural-coconut-shaker,MI-CS-H,true,ACTIVE,122900,94500,1800,1450,"",0,"",4
handmade-lingam-singing-bowl,MI-SB-H-lM-10,false,ACTIVE,0,0,"","","",0,size=10 in,4
handmade-lingam-singing-bowl,MI-SB-H-lM-11,false,ACTIVE,0,0,"","","",0,size=11 in,4
handmade-lingam-singing-bowl,MI-SB-H-lM-12,false,ACTIVE,0,0,"","","",0,size=12 in,4
handmade-lingam-singing-bowl,MI-SB-H-lM-13,false,ACTIVE,0,0,"","","",0,size=13 in,4
handmade-lingam-singing-bowl,MI-SB-H-lM-7,true,ACTIVE,0,0,"","","",0,size=7 in,4
handmade-lingam-singing-bowl,MI-SB-H-lM-8,false,ACTIVE,0,0,"","","",0,size=8 in,4
handmade-lingam-singing-bowl,MI-SB-H-lM-9,false,ACTIVE,0,0,"","","",0,size=9 in,4
handmade-singing-bowls-all-sizes,Mi-SB-H-M-10,false,ACTIVE,1175000,1075000,14900,12900,"",1,size=10 in;type=Matte,4
handmade-singing-bowls-all-sizes,Mi-SB-H-M-11,false,ACTIVE,1295000,1195000,15900,13900,"",1,size=11 in;type=Matte,4
handmade-singing-bowls-all-sizes,MI-SB-H-M-12,false,ACTIVE,1365000,1265000,16900,14900,"",0,size=12 in;type=Matte,4
handmade-singing-bowls-all-sizes,MI-SB-H-M-13,false,ACTIVE,1465000,1365000,17900,15900,"",0,size=13 in;type=Matte,4
handmade-singing-bowls-all-sizes,Mi-SB-H-M-5,false,ACTIVE,695000,595000,8900,7900,"",1,size=5 in;type=Matte,4
handmade-singing-bowls-all-sizes,MI-SB-H-M-6,false,ACTIVE,765000,665000,10900,8900,"",0,size=6 in;type=Matte,4
handmade-singing-bowls-all-sizes,MI-SB-H-M-7,false,ACTIVE,845000,745000,11900,9900,"",0,size=7 in;type=Matte,4
handmade-singing-bowls-all-sizes,Mi-SB-H-M-8,false,ACTIVE,925000,825000,12900,10900,"",1,size=8 in;type=Matte,4
handmade-singing-bowls-all-sizes,Mi-SB-H-M-9,false,ACTIVE,1035000,935000,13900,11900,"",1,size=9 in;type=Matte,4
handmade-singing-bowls-all-sizes,Mi-SB-H-P-10,false,ACTIVE,1175000,1075000,14900,12900,"",1,size=10 in;type=Polished,4
handmade-singing-bowls-all-sizes,Mi-SB-H-P-11,false,ACTIVE,1295000,1195000,15900,13900,"",1,size=11 in;type=Polished,4
handmade-singing-bowls-all-sizes,Mi-SB-H-P-12,false,ACTIVE,1365000,1265000,16900,14900,"",1,size=12 in;type=Polished,4
handmade-singing-bowls-all-sizes,MI-SB-H-P-13,false,ACTIVE,1465000,1365000,17900,15900,"",0,size=13 in;type=Polished,4
handmade-singing-bowls-all-sizes,Mi-SB-H-P-5,true,ACTIVE,695000,595000,8900,7900,"",1,size=5 in;type=Matte,4
handmade-singing-bowls-all-sizes,Mi-SB-H-P-6,false,ACTIVE,765000,665000,10900,8900,"",1,size=6 in;type=Polished,4
handmade-singing-bowls-all-sizes,Mi-SB-H-P-7,false,ACTIVE,845000,745000,11900,9900,"",1,size=7 in;type=Polished,4
handmade-singing-bowls-all-sizes,Mi-SB-H-P-8,false,ACTIVE,925000,825000,12900,10900,"",1,size=8 in;type=Polished,4
handmade-singing-bowls-all-sizes,Mi-SB-H-P-9,false,ACTIVE,1035000,935000,13900,11900,"",1,size=9 in;type=Polished,4
handmade-universal-bowl-for-sound-healing,MI-SB-HM-UN,true,ACTIVE,995000,895000,15000,12500,"",0,"",4
handpan-stand,MI-HP-S,true,ACTIVE,1150000,1050000,17500,14500,"",0,"",4
hanging-bowls-zen-drops,SB-HB-3-SET,false,ACTIVE,995000,895000,14000,12500,"",0,type=Set of 3,4
hanging-bowls-zen-drops,SB-HB-S,true,ACTIVE,495000,395000,6000,5500,"",0,type=Single,4
harmonium,MI-HM-MP,false,ACTIVE,2750000,2399000,35000,32000,"",0,type=Compact,4
harmonium,MI-HM-PP,true,ACTIVE,3350000,2890000,39000,36900,"",0,type=Professional,4
heart-chakra-singing-bowl,woo-45473,true,ACTIVE,1199000,1099000,14000,13000,"",0,"",4
hi-zafu-meditation-cushion-embroidered-with-lotus,Me-C-HZ-L-E-L,false,ACTIVE,175000,148500,2360,2110,"",1,colour=Lavender,4
hi-zafu-meditation-cushion-embroidered-with-lotus,Me-C-HZ-LG-E-L,false,ACTIVE,175000,148500,2360,2110,"",1,colour=Light Grey,4
hi-zafu-meditation-cushion-embroidered-with-lotus,Me-C-HZ-MB-E-L,false,ACTIVE,175000,148500,2360,2110,"",1,colour=Misty Blue,4
hi-zafu-meditation-cushion-embroidered-with-lotus,Me-C-HZ-R-E-L,false,ACTIVE,175000,148500,2360,2110,"",1,colour=Rose,4
hi-zafu-meditation-cushion-embroidered-with-lotus,Me-C-HZ-S-E-L,true,ACTIVE,175000,148500,2360,2110,"",1,colour=Sage,4
hi-zafu-meditation-cushion-filled-with-buckwheat,Me-C-HZ-DG,false,ACTIVE,154000,128500,2080,1860,"",1,colour=Dark Grey,4
hi-zafu-meditation-cushion-filled-with-buckwheat,Me-C-HZ-GY,false,ACTIVE,154000,128500,2080,1860,"",1,colour=Grey,4
hi-zafu-meditation-cushion-filled-with-buckwheat,Me-C-HZ-I,false,ACTIVE,154000,128500,2080,1860,"",1,colour=Ivory,4
hi-zafu-meditation-cushion-filled-with-buckwheat,Me-C-HZ-LG,false,ACTIVE,154000,128500,2080,1860,"",1,colour=Light Grey,4
hi-zafu-meditation-cushion-filled-with-buckwheat,Me-C-HZ-LR,false,ACTIVE,154000,128500,2080,1860,"",1,colour=Lavender,4
hi-zafu-meditation-cushion-filled-with-buckwheat,Me-C-HZ-M,false,ACTIVE,154000,128500,2080,1860,"",1,colour=Maroon,4
hi-zafu-meditation-cushion-filled-with-buckwheat,Me-C-HZ-MB,false,ACTIVE,154000,128500,2080,1860,"",1,colour=Misty Blue,4
hi-zafu-meditation-cushion-filled-with-buckwheat,Me-C-HZ-NB,false,ACTIVE,154000,128500,2080,1860,"",1,colour=Navy Blue,4
hi-zafu-meditation-cushion-filled-with-buckwheat,Me-C-HZ-R,false,ACTIVE,154000,128500,2080,1860,"",1,colour=Rose,4
hi-zafu-meditation-cushion-filled-with-buckwheat,Me-C-HZ-RB,true,ACTIVE,154000,128500,2080,1860,"",1,colour=Royal Blue,4
hi-zafu-meditation-cushion-filled-with-buckwheat,Me-C-HZ-RD,false,ACTIVE,154000,128500,2080,1860,"",1,colour=Red,4
hi-zafu-meditation-cushion-filled-with-buckwheat,Me-C-HZ-SE,false,ACTIVE,154000,128500,2080,1860,"",1,colour=Sage,4
ishana-black-gold-bowl,Mi-SB-H-I-B-G-10,false,ACTIVE,1546400,1189500,21170,18900,"",1,size=10 in,4
ishana-black-gold-bowl,Mi-SB-H-I-B-G-11,false,ACTIVE,1806400,1389500,23410,20900,"",1,size=11 in,4
ishana-black-gold-bowl,Mi-SB-H-I-B-G-12,false,ACTIVE,2242500,1725000,30130,26900,"",1,size=12 in,4
ishana-black-gold-bowl,Mi-SB-H-I-B-G-13,false,ACTIVE,2528500,1945000,33490,29900,"",1,size=13 in,4
ishana-black-gold-bowl,Mi-SB-H-I-B-G-6,true,ACTIVE,955500,735000,12210,10900,"",1,size=6 in,4
ishana-black-gold-bowl,Mi-SB-H-I-B-G-7,false,ACTIVE,1085500,835000,14450,12900,"",1,size=7 in,4
ishana-black-gold-bowl,Mi-SB-H-I-B-G-8,false,ACTIVE,1228500,945000,16690,14900,"",1,size=8 in,4
ishana-black-gold-bowl,Mi-SB-H-I-B-G-9,false,ACTIVE,1358500,1045000,18480,16500,"",1,size=9 in,4
jala-neti-pot-ceramic-185-ml,NP-B-185,false,ACTIVE,31900,24500,750,650,"",1,colour=Blue,4
jala-neti-pot-ceramic-185-ml,NP-LY-185,false,ACTIVE,31900,24500,750,650,"",1,colour=Lemon Yellow,4
jala-neti-pot-ceramic-185-ml,NP-MG-185,false,ACTIVE,31900,24500,750,650,"",1,colour=Mint Green,4
jala-neti-pot-ceramic-185-ml,NP-R-185,true,ACTIVE,31900,24500,750,650,"",1,"",4
jala-neti-pot-ceramic-185-ml,NP-W-185,false,ACTIVE,31900,24500,750,650,"",1,colour=White,4
joint-bowl-or-knee-cut-bowl,MI-SB-JB,true,ACTIVE,975000,875000,12000,11000,"",1,size=8 in,4
kenari-bracelet,MI-KR-BT,true,ACTIVE,175500,135000,"","","",0,"",4
kenari-chimes-small-large,MI-KC-L,false,ACTIVE,565000,495000,7500,6500,"",0,size=Large,4
kenari-chimes-small-large,MI-KC-S,true,ACTIVE,450000,395000,6000,5000,"",0,size=Small,4
kenari-seed-shell-shakers,MI-KS-L,false,ACTIVE,253500,235000,3640,3250,"",0,size=Large,4
kenari-seed-shell-shakers,MI-KS-S,true,ACTIVE,175500,135000,2410,2150,"",0,size=Small,4
kenari-seed-shell-shaker-with-handle,MI-KS-H,true,ACTIVE,188500,145000,2630,2350,"",0,"",4
large-tuning-fork,woo-var-49862,true,ACTIVE,1299900,1199900,14000,13000,"",0,fork=Harmonic Balance,0
large-tuning-fork,woo-var-49863,false,ACTIVE,1399900,1299900,15000,14000,"",0,fork=Love Frequency,0
large-tuning-fork,woo-var-49864,false,ACTIVE,1499900,1399900,17000,16000,"",0,fork=Sacred Balance,0
large-tuning-fork,woo-var-49865,false,ACTIVE,1699900,1599900,18500,17500,"",0,fork=Cosmic OM Resonance,0
lotus-moderate-grip-yoga-mat,woo-var-8402,true,ACTIVE,305000,209000,3670,3270,"",1,color=Green;macrame-strap=Green,4
lotus-moderate-grip-yoga-mat,woo-var-8403,false,ACTIVE,305000,209000,3670,3270,"",1,color=Green;macrame-strap=Dark Grey,4
lotus-moderate-grip-yoga-mat,woo-var-8404,false,ACTIVE,305000,209000,3670,3270,"",1,color=Green;macrame-strap=Orange,4
lotus-moderate-grip-yoga-mat,woo-var-8405,false,ACTIVE,305000,209000,3670,3270,"",1,color=Green;macrame-strap=White,4
lotus-moderate-grip-yoga-mat,woo-var-8406,false,ACTIVE,305000,209000,3670,3270,"",1,color=Green;macrame-strap=Brown,4
lotus-moderate-grip-yoga-mat,woo-var-8407,false,ACTIVE,305000,209000,3670,3270,"",1,color=Pink;macrame-strap=Green,4
lotus-moderate-grip-yoga-mat,woo-var-8408,false,ACTIVE,305000,209000,3670,3270,"",1,color=Pink;macrame-strap=Dark Grey,4
lotus-moderate-grip-yoga-mat,woo-var-8409,false,ACTIVE,305000,209000,3670,3270,"",1,color=Pink;macrame-strap=Orange,4
lotus-moderate-grip-yoga-mat,woo-var-8410,false,ACTIVE,305000,209000,3670,3270,"",1,color=Pink;macrame-strap=White,4
lotus-moderate-grip-yoga-mat,woo-var-8411,false,ACTIVE,305000,209000,3670,3270,"",1,color=Pink;macrame-strap=Brown,4
lotus-moderate-grip-yoga-mat,woo-var-8412,false,ACTIVE,305000,209000,3670,3270,"",1,color=Blue;macrame-strap=Green,4
lotus-moderate-grip-yoga-mat,woo-var-8413,false,ACTIVE,305000,209000,3670,3270,"",1,color=Blue;macrame-strap=Dark Grey,4
lotus-moderate-grip-yoga-mat,woo-var-8414,false,ACTIVE,305000,209000,3670,3270,"",1,color=Blue;macrame-strap=Orange,4
lotus-moderate-grip-yoga-mat,woo-var-8415,false,ACTIVE,305000,209000,3670,3270,"",1,color=Blue;macrame-strap=White,4
lotus-moderate-grip-yoga-mat,woo-var-8416,false,ACTIVE,305000,209000,3670,3270,"",1,color=Blue;macrame-strap=Brown,4
lotus-moderate-grip-yoga-mat,woo-var-8417,false,ACTIVE,305000,209000,3670,3270,"",1,color=Orange;macrame-strap=Green,4
lotus-moderate-grip-yoga-mat,woo-var-8418,false,ACTIVE,305000,209000,3670,3270,"",1,color=Orange;macrame-strap=Dark Grey,4
lotus-moderate-grip-yoga-mat,woo-var-8419,false,ACTIVE,305000,209000,3670,3270,"",1,color=Orange;macrame-strap=Orange,4
lotus-moderate-grip-yoga-mat,woo-var-8420,false,ACTIVE,305000,209000,3670,3270,"",1,color=Orange;macrame-strap=White,4
lotus-moderate-grip-yoga-mat,woo-var-8421,false,ACTIVE,305000,209000,3670,3270,"",1,color=Orange;macrame-strap=Brown,4
lotus-moderate-grip-yoga-mat,woo-var-8477,false,ACTIVE,245000,179000,3140,2800,"",1,color=Green;macrame-strap=Without Strap,4
lotus-moderate-grip-yoga-mat,woo-var-8478,false,ACTIVE,245000,179000,3140,2800,"",1,color=Pink;macrame-strap=Without Strap,4
lotus-moderate-grip-yoga-mat,woo-var-8479,false,ACTIVE,245000,179000,3140,2800,"",1,color=Blue;macrame-strap=Without Strap,4
lotus-moderate-grip-yoga-mat,woo-var-8480,false,ACTIVE,245000,179000,3140,2800,"",1,color=Orange;macrame-strap=Without Strap,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-O,false,ACTIVE,275000,199000,3490,3120,"",1,color=Orange;macrame-strap=Without Strap;type=Lotus,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-O-MC-B,false,ACTIVE,335000,239000,4190,3740,"",1,color=Orange;macrame-strap=Brown;type=Lotus,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-O-MC-DG,false,ACTIVE,335000,239000,4190,3740,"",1,color=Orange;macrame-strap=Dark Grey;type=Lotus,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-O-MC-G,false,ACTIVE,335000,239000,4190,3740,"",1,color=Orange;macrame-strap=Green;type=Lotus,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-O-MC-O,false,ACTIVE,335000,239000,4190,3740,"",1,color=Orange;macrame-strap=Orange;type=Lotus,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-P,true,ACTIVE,275000,199000,3490,3120,"",1,color=Pink;macrame-strap=Without Strap;type=Lotus,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-P-MC-B,false,ACTIVE,335000,239000,4190,3740,"",1,color=Pink;macrame-strap=Brown;type=Lotus,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-P-MC-DG,false,ACTIVE,335000,239000,4190,3740,"",1,color=Pink;macrame-strap=Dark Grey;type=Lotus,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-P-MC-G,false,ACTIVE,335000,239000,4190,3740,"",1,color=Pink;macrame-strap=Green;type=Lotus,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-P-MC-O,false,ACTIVE,335000,239000,4190,3740,"",1,color=Pink;macrame-strap=Orange;type=Lotus,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-T,false,ACTIVE,275000,199000,3490,3120,"",1,color=Teal;macrame-strap=Without Strap;type=Lotus,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-T-MC-B,false,ACTIVE,335000,239000,4190,3740,"",1,color=Teal;macrame-strap=Brown;type=Lotus,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-T-MC-DG,false,ACTIVE,335000,239000,4190,3740,"",1,color=Teal;macrame-strap=Dark Grey;type=Lotus,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-T-MC-G,false,ACTIVE,335000,239000,4190,3740,"",1,color=Teal;macrame-strap=Green;type=Lotus,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-T-MC-O,false,ACTIVE,335000,239000,4190,3740,"",1,color=Teal;macrame-strap=Orange;type=Lotus,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-Y,false,ACTIVE,275000,199000,3490,3120,"",1,color=Yellow;macrame-strap=Without Strap;type=Lotus,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-Y-MC-B,false,ACTIVE,335000,239000,4190,3740,"",1,color=Yellow;macrame-strap=Brown;type=Lotus,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-Y-MC-DG,false,ACTIVE,335000,239000,4190,3740,"",1,color=Yellow;macrame-strap=Dark Grey;type=Lotus,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-Y-MC-G,false,ACTIVE,335000,239000,4190,3740,"",1,color=Yellow;macrame-strap=Green;type=Lotus,4
lotus-superior-grip-yoga-mat,Yo-M-L-HG-Y-MC-O,false,ACTIVE,335000,239000,4190,3740,"",1,color=Yellow;macrame-strap=Orange;type=Lotus,4
lotus-yoga-mat,YO-M-MG-O,false,ACTIVE,245000,179000,3140,2840,"",0,color=Orange;grip=Moderate,4
lotus-yoga-mat,YO-M-MG-P,false,ACTIVE,245000,179000,3140,2840,"",0,color=Pink;grip=Moderate,4
lotus-yoga-mat,YO-M-MG-T,true,ACTIVE,245000,179000,3140,2840,"",0,color=Teal;grip=Moderate,4
lotus-yoga-mat,YO-M-MG-Y,false,ACTIVE,245000,179000,3140,2840,"",0,color=Yellow;grip=Moderate,4
lotus-yoga-mat,YO-M-SP-O,false,ACTIVE,275000,199000,3490,3120,"",0,color=Orange;grip=Superior,4
lotus-yoga-mat,YO-M-SP-S,false,ACTIVE,275000,199000,3490,3120,"",0,color=Pink;grip=Superior,4
lotus-yoga-mat,YO-M-SP-T,false,ACTIVE,275000,199000,3490,3120,"",0,color=Teal;grip=Superior,4
lotus-yoga-mat,YO-M-SP-Y,false,ACTIVE,275000,199000,3490,3120,"",0,color=Yellow;grip=Superior,4
macrame-yoga-mat-straps,Yo-MC-MS-B,false,ACTIVE,76000,58500,1030,920,"",1,color=Brown,4
macrame-yoga-mat-straps,Yo-MC-MS-DG,false,ACTIVE,76000,58500,1030,920,"",1,color=Dark Grey,4
macrame-yoga-mat-straps,Yo-MC-MS-G,true,ACTIVE,76000,58500,1030,920,"",1,color=Green,4
macrame-yoga-mat-straps,Yo-MC-MS-O,false,ACTIVE,76000,58500,1030,920,"",1,color=Orange,4
mayura-morchang-set,MI-MM-B,false,ACTIVE,295000,265000,4250,3250,"",0,type=Bass,4
mayura-morchang-set,MI-MM-M,false,ACTIVE,295000,265000,4250,3250,"",0,type=Middle,4
mayura-morchang-set,MI-MM-S,true,ACTIVE,295000,265000,4250,3250,"",0,type=Sharp,4
mayura-morchang-set,MI-MM-SET,false,ACTIVE,905000,725000,9500,7550,"",0,type=Full Set,4
mini-bamboo-and-aluminium-bar-chime,woo-var-46480,true,ACTIVE,112500,98500,2150,1550,"",0,number-of-bars=10,4
mini-bamboo-and-aluminium-bar-chime,woo-var-46481,false,ACTIVE,225000,185000,4550,2750,"",0,number-of-bars=21,4
mini-bamboo-slide-whistle,MI-B-SW-D,false,ACTIVE,62500,39500,850,450,"",0,type=Double,4
mini-bamboo-slide-whistle,MI-B-SW-S,true,ACTIVE,45500,25000,750,450,"",0,type=Single,4
mini-bamboo-slide-whistle,MI-B-SW-S-P,false,ACTIVE,46500,28500,650,325,"",0,type=Single Painted,4
mini-coconut-shakers-3-types,MI-CS-E,false,ACTIVE,81300,62500,1100,950,"",1,shape=Eye Shaped,4
mini-coconut-shakers-3-types,MI-CS-R,true,ACTIVE,83900,64500,1200,1000,"",1,shape=Round Shaped,4
mini-coconut-shakers-3-types,MI-CS-S,false,ACTIVE,83900,64500,1200,1000,"",1,shape=Square Shaped,4
mini-coconut-shakers-3-types,MI-CS-SET,false,ACTIVE,194400,149500,2800,2350,"",0,shape=All 3,4
mini-tongue-drum,MI-TD-6.3-B,false,ACTIVE,643500,495000,8680,7750,"",1,color=Blue,4
mini-tongue-drum,MI-TD-6.3-G,false,ACTIVE,643500,495000,8680,7750,"",1,color=Green,4
mini-tongue-drum,MI-TD-6.3-P,false,ACTIVE,643500,495000,8680,7750,"",1,color=Purple,4
mini-tongue-drum,MI-TD-6.3-Y,true,ACTIVE,643500,495000,8680,7750,"",1,color=Yellow,4
musical-wooden-frog,MI-WF-L,false,ACTIVE,175000,135000,2050,1750,"",1,size=Large,4
musical-wooden-frog,MI-WF-S,true,ACTIVE,125000,95000,1650,1350,"",1,size=Standard,4
native-american-style-flute-handcrafted-wooden-melody-maker,MI-NM-F,true,ACTIVE,1990000,1790000,25000,19000,"",0,"",4
natural-bamboo-xylophone-with-5-keys,MI-XP-B-5,true,ACTIVE,318500,245000,4500,3850,"",0,"",4
natural-lavender-scented-eye-pillows,Yo-P-E-DG,false,ACTIVE,52500,39500,690,620,"",1,colour=Dark Grey,4
natural-lavender-scented-eye-pillows,Yo-P-E-GY,false,ACTIVE,52500,39500,690,620,"",1,colour=Grey,4
natural-lavender-scented-eye-pillows,Yo-P-E-NB,false,ACTIVE,52500,39500,690,620,"",1,colour=Navy Blue,4
natural-lavender-scented-eye-pillows,Yo-P-E-RE,true,ACTIVE,52500,39500,690,620,"",1,colour=Rose,4
natural-lavender-scented-eye-pillows,Yo-P-E-SE,false,ACTIVE,52500,39500,690,620,"",1,colour=Sage,4
neem-wood-combs,CO-NWC-S-H,false,ACTIVE,27300,21000,370,330,"",1,comb_type=combo-2,4
neem-wood-combs,CO-NWC-S-P-H,false,ACTIVE,37700,29000,510,450,"",1,comb_type=combo-3,4
neem-wood-combs,NWC-H,true,ACTIVE,21500,16500,290,260,"",1,comb_type=comb-with-handle,4
neem-wood-combs,NWC-P,false,ACTIVE,17600,13500,240,210,"",1,comb_type=small-comb,4
neem-wood-combs,NWC-S,false,ACTIVE,21500,16500,290,260,"",1,comb_type=long-comb,4
ocarina-instruments,woo-var-48382,true,ACTIVE,0,0,"","","",0,shape=Banana,4
ocarina-instruments,woo-var-48383,false,ACTIVE,0,0,"","","",0,shape=Oval,4
ocean-drums,MI-OD-DC-30,false,ACTIVE,331500,255000,4650,4150,"",0,size=30 cms;type=Dream Catcher,4
ocean-drums,MI-OD-DC-35,false,ACTIVE,370500,280500,5100,4550,"",0,size=35 cms;type=Dream Catcher,4
ocean-drums,MI-OD-DC-40,false,ACTIVE,448500,345000,6050,5400,"",0,size=40 cms;type=Dream Catcher,4
ocean-drums,MI-OD-FL-30,false,ACTIVE,331500,255000,4650,4150,"",0,size=30 cms;type=Flower of Life,4
ocean-drums,MI-OD-FL-35,false,ACTIVE,370500,285000,5100,4550,"",0,size=35 cms;type=Flower of Life,4
ocean-drums,MI-OD-FL-40,false,ACTIVE,448500,345000,6050,5400,"",0,size=40 cms;type=Flower of Life,4
ocean-drums,MI-OD-P-30,true,ACTIVE,318500,245000,4310,3850,"",1,size=30 cms;type=Plain,4
ocean-drums,MI-OD-P-35,false,ACTIVE,357500,275000,4290,4200,"",1,size=35 cms;type=Plain,4
ocean-drums,MI-OD-P-40,false,ACTIVE,422500,325000,5070,4800,"",1,size=40 cms;type=Plain,4
painted-egg-shakers,MI-ES-P-A,false,ACTIVE,120300,92500,1620,1450,"",1,type=Artistically Designed,4
painted-egg-shakers,MI-ES-P-B,false,ACTIVE,120300,92500,1620,1450,"",1,type=Blue Dotted,4
painted-egg-shakers,MI-ES-P-R,true,ACTIVE,120300,92500,1620,1450,"",1,type=Red Dotted,4
pangi-seed-shell-rattle,MI-PS,true,ACTIVE,253500,245000,3640,3250,"",0,"",4
plain-moderate-grip-yoga-mat,woo-var-8684,true,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=Green;mat-color=Green,4
plain-moderate-grip-yoga-mat,woo-var-8685,false,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=Dark Grey;mat-color=Green,4
plain-moderate-grip-yoga-mat,woo-var-8686,false,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=Orange;mat-color=Green,4
plain-moderate-grip-yoga-mat,woo-var-8687,false,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=White;mat-color=Green,4
plain-moderate-grip-yoga-mat,woo-var-8688,false,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=Brown;mat-color=Green,4
plain-moderate-grip-yoga-mat,woo-var-8689,false,ACTIVE,235000,169000,2960,2650,"",1,macrame-strap-color=Without Strap;mat-color=Green,4
plain-moderate-grip-yoga-mat,woo-var-8690,false,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=Green;mat-color=Pink,4
plain-moderate-grip-yoga-mat,woo-var-8691,false,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=Dark Grey;mat-color=Pink,4
plain-moderate-grip-yoga-mat,woo-var-8692,false,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=Orange;mat-color=Pink,4
plain-moderate-grip-yoga-mat,woo-var-8693,false,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=White;mat-color=Pink,4
plain-moderate-grip-yoga-mat,woo-var-8694,false,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=Brown;mat-color=Pink,4
plain-moderate-grip-yoga-mat,woo-var-8695,false,ACTIVE,235000,169000,2960,2650,"",1,macrame-strap-color=Without Strap;mat-color=Pink,4
plain-moderate-grip-yoga-mat,woo-var-8696,false,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=Green;mat-color=Blue,4
plain-moderate-grip-yoga-mat,woo-var-8697,false,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=Dark Grey;mat-color=Blue,4
plain-moderate-grip-yoga-mat,woo-var-8698,false,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=Orange;mat-color=Blue,4
plain-moderate-grip-yoga-mat,woo-var-8699,false,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=White;mat-color=Blue,4
plain-moderate-grip-yoga-mat,woo-var-8700,false,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=Brown;mat-color=Blue,4
plain-moderate-grip-yoga-mat,woo-var-8701,false,ACTIVE,235000,169000,2960,2650,"",1,macrame-strap-color=Without Strap;mat-color=Blue,4
plain-moderate-grip-yoga-mat,woo-var-8702,false,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=Green;mat-color=Orange,4
plain-moderate-grip-yoga-mat,woo-var-8703,false,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=Dark Grey;mat-color=Orange,4
plain-moderate-grip-yoga-mat,woo-var-8704,false,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=Orange;mat-color=Orange,4
plain-moderate-grip-yoga-mat,woo-var-8705,false,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=White;mat-color=Orange,4
plain-moderate-grip-yoga-mat,woo-var-8706,false,ACTIVE,315000,199000,3490,3120,"",1,macrame-strap-color=Brown;mat-color=Orange,4
plain-moderate-grip-yoga-mat,woo-var-8707,false,ACTIVE,235000,169000,2960,2650,"",1,macrame-strap-color=Without Strap;mat-color=Orange,4
plain-superior-grip-yoga-mat,Yo-M-P-HG-O,false,ACTIVE,275000,199000,3490,3120,"",1,color=Orange;macrame-strap=Without Strap;type=Plain,4
plain-superior-grip-yoga-mat,Yo-M-P-HG-O-MC-B,false,ACTIVE,335000,239000,4190,3740,"",1,color=Orange;macrame-strap=Brown;type=Plain,4
plain-superior-grip-yoga-mat,Yo-M-P-HG-O-MC-DG,false,ACTIVE,335000,239000,4190,3740,"",1,color=Orange;macrame-strap=Dark Grey;type=Plain,4
plain-superior-grip-yoga-mat,Yo-M-P-HG-O-MC-G,false,ACTIVE,335000,239000,4190,3740,"",1,color=Orange;macrame-strap=Green;type=Plain,4
